选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20161231
常用指标,归母净利润,-10049159.58,15924231.54,4660009.98,202811998.36,107638808.01,76138824.06,16010992.51,250626202.2,220228079.32,135676104.32,65977387.5,200160932.53,143026750.57,69406723.03,32413462.53,77349494.43,53086158.8,35069938.75,6504245.57,48828560.81,44686074.52,6217516.28,-7869353.56,29275895.55,919227.73,2804986.04,-9025228.43,30477913.09,3191548.47,,26268063.63,4928457.22
常用指标,营业总收入,990266469.06,709118885.62,275316424.15,1753605965.73,1104608445.34,693606110.41,244210948.51,1716969907.58,1206481033.91,695601945.85,288217307.17,1384867131.46,896684559.03,504257341.67,183711477.74,828672512.29,547186894.58,350908038.29,113410936.97,328900200.07,211926262.92,62455822.85,8528919.27,213156650.17,95710135.36,67017720.68,10305301.61,209990524.25,95800006.38,,189885024.08,147603129.93
常用指标,营业成本,1157801505.44,794401545.0,335644509.77,1752355020.75,1131226214.32,712278864.16,261285811.66,1529479632.73,1023137827.04,606603590.99,252271148.55,1265576137.62,794866089.77,443880631.52,164155159.12,775855427.02,517168866.9,329330063.75,111294926.18,327758900.87,202338957.94,86813858.04,24119528.65,204444573.36,109555529.9,68008612.59,24033449.06,194323388.41,104173738.73,,181283191.85,145033163.6
常用指标,净利润,-26210297.27,10296883.77,-2229285.3,201426284.1,105025056.6,74704053.34,15624535.55,250152258.76,220228079.32,135676104.32,65977387.5,200160932.53,143026750.57,69406723.03,32413462.53,77349494.43,53086158.8,35069938.75,6504245.57,48828560.81,44686074.52,6217516.28,-7869353.56,29275895.55,919227.73,2804986.04,-9025228.43,30477913.09,3191548.47,-4274300.0,26268063.63,4928457.22
常用指标,扣非净利润,-93680638.22,-49530172.99,-40067978.58,73306592.0,40046042.92,35776329.41,8630690.28,187165171.65,181750879.85,103747458.82,57144149.76,137247261.68,99128256.59,65782761.43,31333045.86,63838961.51,45892306.71,29577109.81,4610211.8,12875142.25,15611119.33,-14387930.94,-10688544.69,14932657.22,-6078600.0,-416400.0,-10486500.0,20098200.0,-3885800.0,-8506500.0,15493200.0,351800.0
常用指标,股东权益合计(净资产),2831005925.64,2850121962.42,2840597962.0,2819776489.31,2532880375.7,2470200596.98,2423854825.51,2382966338.33,2322237400.03,2223327739.52,2177407873.47,2106541950.0,2044473724.84,1962567478.06,915699295.14,897248075.62,865086762.69,830351935.34,809886851.1,798597040.69,789083002.08,750614443.84,747027574.0,754896927.56,220796155.96,222681914.27,210851699.8,219876928.23,,,193179015.14,146352464.01
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-232242267.08,-283109775.15,-198551777.89,441809413.08,189777797.6,139754876.27,23981234.25,-562876699.27,-589606255.75,-357432224.25,-173408436.42,192963939.5,56380016.13,111572436.08,-1281105.15,-218325429.94,-205483279.0,-139178539.59,-123750154.74,-72389945.01,-88944493.11,-55579669.34,-25917505.92,12234952.89,-822370.33,-13390333.45,-20519718.35,-28315546.72,-36307384.0,-23418400.0,42464041.34,66871818.31
常用指标,基本每股收益,-0.05,0.08,0.02,1.01,0.54,0.55,0.12,1.82,1.6,0.99,0.71,2.27,1.64,0.82,0.39,0.92,0.63,0.42,0.08,0.58,0.53,0.07,-0.09,0.46,0.01,0.04,-0.14,0.48,0.05,,0.44,0.08
