选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231
常用指标,归母净利润,105191699.28,81893506.79,34165097.3,121370769.09,103853820.51,74283382.62,28938069.46,161704514.4,148552847.54,104872915.68,54285608.16,45125976.65,94848876.45,57337192.69,12404085.15,108941777.1,156774122.77,145024582.02,38384345.72,246828267.77,180099589.64,91860703.56,28587141.06,215822997.72,133990897.55,96336801.18,38488707.36,138467049.06,103494381.11,89140580.81
常用指标,营业总收入,2169930015.85,1454499204.51,674850942.47,2918538449.47,2200888367.79,1530346040.22,667878226.18,2878933990.87,2101576042.18,1355073222.37,618639256.62,2436879126.36,1854683908.4,1206712073.73,510438165.02,2921911560.93,2357902315.57,1664750902.37,682428612.52,2473233541.84,1783356158.81,1056492493.3,342742617.17,2200775191.79,1629641960.97,1070235006.48,470972186.13,2103098768.64,2142459728.5,2170447068.23
常用指标,营业成本,2076736647.1,1372268174.04,638264298.02,2797882424.84,2098088096.83,1450396571.76,637360575.25,2722948373.1,1965937753.1,1260995864.15,577475392.84,2330400450.21,1755376573.32,1140496570.86,499388744.25,2775143638.57,2190430165.12,1504469838.59,628716687.67,2203238121.93,1572285524.26,929187352.51,300119581.68,1981377334.19,1454316114.18,945224826.76,418427285.91,1934701795.79,2032825748.16,2061524908.49
常用指标,净利润,105191699.28,81893506.79,34165097.3,121370769.09,103853820.51,74283382.62,28938069.46,161636492.76,148484825.9,104850369.85,54235919.59,44438472.94,94852662.47,57301808.49,12333503.62,108941290.1,156774122.77,145024582.02,38384345.72,246828267.77,180099589.64,91860703.56,28587141.06,215822997.72,133990897.55,96336801.18,38488707.36,138467049.06,103494381.11,89140580.81
常用指标,扣非净利润,97452594.47,77654623.93,31729335.96,122784293.63,107481389.4,71566905.28,30291204.37,133546482.3,122903527.98,82374942.63,34981939.67,32458807.0,86361518.09,51930244.31,10827582.31,73367819.06,125890904.29,116074794.29,34203882.93,224188361.28,162758162.56,95239819.3,33711000.0,174893800.0,111850222.93,82193900.0,35309500.0,130761500.0,108068200.0,132755100.0
常用指标,股东权益合计(净资产),1785306825.93,1762220044.5,1841478025.29,1806873275.15,1790616842.79,1811073585.55,1865180929.24,1833895481.31,1819434867.09,1776415193.51,1824662825.19,1770426905.6,1820841095.13,1783290241.15,1738321936.28,1725988432.66,1775318565.33,1761850024.58,1774544063.28,1734347142.56,1667618464.43,919026559.47,855752996.97,827165855.91,,707679659.37,,611342858.19,472875809.13,397786345.09
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,133819893.39,40807673.8,28551848.47,112346221.51,80208721.78,-49911800.46,-5377926.85,480208936.09,311951520.69,145118988.25,67434052.49,117828473.74,58170204.71,-62043455.54,-55627450.81,47782878.63,-6427262.55,-4823461.81,-80687403.42,175800114.17,-18219597.72,-66346559.26,-90795991.77,283595893.16,3426618.62,-53929902.84,-67392715.74,86111377.26,210610752.45,183795024.86
常用指标,基本每股收益,0.21,0.16,0.07,0.24,0.2,0.15,0.07,0.4,0.37,0.26,0.14,0.11,0.23,0.14,0.03,0.27,0.39,0.36,0.09,0.7,0.53,0.28,0.09,0.65,0.41,0.29,0.12,0.42,0.31,0.27
常用指标,每股净资产,3.537011,3.4784,3.634846,3.561509,3.529466,3.565289,4.589757,4.518564,4.482934,4.371296,4.544639,4.409264,4.533261,4.439715,4.296995,4.264422,4.393939,4.359768,4.39118,4.325055,4.158649,2.784928,2.59319,2.506563,,2.144483,,1.852554,1.432956,2.651908
常用指标,每股现金流,0.265121,0.080549,0.056357,0.221444,0.158098,-0.098256,-0.013233,1.183194,0.768622,0.35756,0.168164,0.293836,0.145062,-0.154721,-0.137738,0.118263,-0.015907,-0.011935,-0.199664,0.438404,-0.045435,-0.20105,-0.275139,0.859381,,-0.163423,,0.260943,0.638214,1.2253
