选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20181231,20180930,20171231,20161231
常用指标,归母净利润,-4200568247.14,-2917636498.76,-1319686059.24,-3443219977.05,-846507553.95,526202741.19,515738782.58,5526881471.86,5077033962.92,3540007044.94,1767852537.51,3681238776.77,2402283482.5,1269386412.12,543235159.46,1804231711.5,1156385123.78,705799987.89,230213530.36,1229276756.49,831609822.27,492967843.44,152970795.42,640595151.46,379828513.35,142554110.6,557908906.61,210337600.0,542437731.45,479106770.69
常用指标,营业总收入,49970476447.61,31056102660.2,14335076784.4,80281742129.34,63147344138.17,42968098984.29,18255937037.92,113410686218.03,81119425198.21,49383637693.63,21318993761.96,85051792848.83,58198435608.94,35730890966.16,15272508445.9,44480390071.81,31264661294.11,20187529236.34,8522417961.29,29417973429.28,19926440217.4,12545938891.04,5503238236.81,23321695860.3,16792776073.52,10763638629.59,25054037825.05,,26158576984.19,22593888266.49
常用指标,营业成本,53617083458.3,33382518039.07,15527576700.66,82802842981.12,62750286060.28,41818549124.71,17764898912.14,104288134698.99,73779131303.47,44709482950.98,19668126401.92,79995302206.21,54757326320.59,33803974053.7,14673665856.69,42432585247.8,30139651269.21,19475057823.44,8345345410.05,27841626944.62,18737379545.51,11841143558.23,5321182711.44,22339284589.72,16123127582.74,10488803522.1,24274017394.65,,25154338603.43,21647264832.21
常用指标,净利润,-4137641222.78,-2845320424.96,-1264175312.23,-3373331212.26,-754557805.15,566396166.58,502568262.54,5993283069.68,5512264071.2,3785639928.49,1842363921.86,3653932702.29,2286614867.85,1315481820.53,577990591.03,1849981666.71,1181498322.89,736345639.96,247567909.1,1233139744.8,848884045.27,509169067.38,152111411.79,702245268.57,424958834.64,155808061.01,572744223.14,235475000.0,587889604.88,530089048.03
常用指标,扣非净利润,-4314769100.6,-2955653900.65,-1373418308.79,-5231753427.58,-1069859019.53,397625427.69,447238367.14,5754883902.99,5119732709.38,3712084523.78,1729868423.11,3465236969.79,2240700568.41,1150665802.58,490933739.56,1547710580.43,972281851.47,583929052.37,169676740.34,1112156153.17,756846920.8,444604500.88,118066657.34,611181100.0,424685900.0,157584600.0,561646200.0,,683053100.0,287675900.0
常用指标,股东权益合计(净资产),27252497270.05,29175605591.73,31116711517.02,32241943984.87,34464840826.28,36107067750.98,37495054208.58,36549088538.76,36350731421.5,34810940780.21,31322907460.68,28797192625.63,25407547343.91,24274270734.81,22784068596.51,18163597459.97,17069916043.51,16106648529.85,15915886906.22,15700778505.72,15311045291.95,15569329041.93,12896680125.44,12698422966.36,12309700000.0,12028910106.13,12042193800.0,,11381492962.56,9099000858.6
常用指标,商誉,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,154297639.8,160394750.97,160394750.97,160394750.97,160394750.97,152889892.14,152889892.14,152889892.14,152889892.14,152889900.0,152889892.14,152889892.14,,9821731.59,6097111.17
常用指标,经营现金流量净额,2854774722.4,1843558402.11,-835973694.13,8007914108.93,3832018623.52,-156645369.33,-4391037059.36,23999988353.98,10254623570.28,2804731510.06,-893372313.32,9237091543.07,3955027700.8,1544891606.36,-1907875284.68,1098092296.85,-304524809.66,124789492.67,-1474007463.47,2997545320.08,388677501.52,660538652.5,460330897.02,5241303610.38,3031725905.53,2065891628.49,4079092805.33,1608916200.0,1041658964.29,434144388.4
常用指标,基本每股收益,-1.95,-1.34,-0.61,-1.59,-0.39,0.24,0.24,2.55,2.34,1.63,0.81,1.72,1.13,0.6,0.26,0.87,0.56,0.34,0.11,0.64,0.45,0.28,0.09,0.36,0.22,0.08,0.32,,0.37,
常用指标,每股净资产,9.776237,10.427952,11.277718,11.818048,13.03104,13.799678,14.416918,14.216223,14.147472,13.512885,12.889345,12.119666,11.252027,10.636932,9.85863,8.08959,7.759814,7.474706,7.38844,7.292548,7.096467,7.161611,6.913693,6.801752,6.590081,6.450294,6.458441,,1.223153,2.859894
常用指标,每股现金流,1.30991,0.845915,-0.383585,3.674424,1.758318,-0.071876,-2.014825,11.040145,4.717889,1.290465,-0.411078,4.250373,1.824622,0.712724,-0.88965,0.529541,-0.147253,0.060342,-0.71276,1.449471,0.187946,0.319405,0.261875,2.981695,1.724701,1.175253,2.320532,,0.118516,0.145434
常用指标,净资产收益率(ROE),-17.36,-11.66,-5.12,-11.94,-2.77,1.69,1.62,18.97,17.38,12.41,6.46,16.16,11.09,6.26,3.1,11.27,7.38,4.56,1.52,8.94,6.34,4.03,1.27,5.53,3.23,1.25,5.05,,4.61,6.01
常用指标,总资产报酬率(ROA),-2.830398,-1.971505,-1.011075,-1.476276,0.363966,1.121262,0.691783,7.441402,6.62338,4.750161,2.565547,6.032255,4.315879,2.608401,1.260479,5.147989,3.43139,2.30788,0.873446,4.485306,3.222576,1.971689,0.796072,3.973104,2.660291,1.327028,3.903242,,4.303644,3.426692
常用指标,毛利率,5.085814,5.450725,6.612391,9.594859,12.456991,13.853925,14.843487,15.858831,16.832608,16.920551,17.953958,13.426047,13.449872,13.565105,13.588247,14.140465,13.572044,13.374276,12.27182,15.973175,16.497513,15.560207,18.486021,17.386299,16.742266,15.304164,15.294514,,17.134267,19.063325
常用指标,销售净利率,-8.280171,-9.161872,-8.818755,-4.201865,-1.194916,1.318178,2.752903,5.289363,6.795245,7.665777,8.641889,4.294522,3.928997,3.681637,3.784516,4.159094,3.779021,3.647527,2.904902,4.19179,4.260088,4.058437,2.764034,3.011124,2.530604,1.44754,2.286035,1.232738,2.247406,2.346161
常用指标,期间费用率,11.833462,12.367216,14.39567,12.262226,11.377301,10.726592,11.63489,7.418558,7.440861,7.091554,9.812557,7.173346,7.315097,7.972509,9.440064,9.228257,9.67542,9.53125,9.857227,10.286507,10.200625,9.607218,14.88937,12.694651,12.28174,12.243765,11.62355,,12.519154,14.409099
常用指标,资产负债率,77.991416,76.787348,74.972135,73.984755,74.570435,74.343041,71.729676,69.625362,71.608452,70.290181,70.95884,67.996432,69.785788,69.828671,68.506485,71.413863,72.402204,69.693638,68.985931,65.562774,63.664377,63.281753,66.447422,65.201443,63.837992,63.258996,59.327371,,69.192607,75.561154
每股指标,基本每股收益,-1.95,-1.34,-0.61,-1.59,-0.39,0.24,0.24,2.55,2.34,1.63,0.81,1.72,1.13,0.6,0.26,0.87,0.56,0.34,0.11,0.64,0.45,0.28,0.09,0.36,0.22,0.08,0.32,,0.37,
每股指标,稀释每股收益,-1.95,-1.34,-0.61,-1.59,-0.39,0.23,0.22,2.42,2.22,1.59,0.8,1.71,1.12,0.59,0.27,0.87,0.56,0.34,0.11,0.64,0.45,0.28,0.09,0.36,0.22,0.08,0.32,,0.37,
每股指标,摊薄每股收益_最新股数,-1.793147,-1.245486,-0.56335,-1.469848,-0.361358,0.224626,0.220159,2.361213,2.167294,1.511165,0.754664,1.570935,1.025491,0.541878,0.231897,0.770194,0.49364,0.301293,0.098274,0.524756,0.354999,0.210439,0.0653,0.273458,0.162141,0.060853,0.238161,0.089789,0.231556,0.204522
每股指标,摊薄每股净资产_期末股数,9.776237,10.427952,11.277718,11.818048,13.03104,13.799678,14.416918,14.216223,14.147472,13.512885,12.889345,12.119666,11.252027,10.636932,9.85863,8.08959,7.759814,7.474706,7.38844,7.292548,7.096467,7.161611,6.913693,6.801752,6.590081,6.450294,6.458441,,1.223153,2.859894
每股指标,调整每股净资产_期末股数,6.081896,6.875811,7.928425,8.687011,9.871775,10.639362,11.561119,11.508848,11.485408,11.124218,10.514682,9.953087,9.323458,8.84695,8.73729,6.977084,6.730668,6.42385,6.333353,6.338261,6.106885,6.217843,5.825231,5.761553,5.581032,5.557624,5.590523,,1.069049,2.451652
