选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200630,20200331,20191231,20181231,20171231
常用指标,归母净利润,791422825.58,505426126.87,233417322.55,1023407865.85,720702833.04,432651363.46,202145758.93,723746551.15,563929246.56,374097280.17,193865558.18,501601016.84,342899011.79,185709691.27,91235982.86,198276664.29,148178275.12,70542056.85,41166698.55,97787748.58,10717944.58,-13177300.0,-154201458.5,-35711447.08,-15703060.37
常用指标,营业总收入,3193795521.45,1949592075.74,912498331.19,3406228610.47,2451543658.03,1496518920.68,680248921.74,2507991057.37,1840273214.49,1234424929.07,616162771.86,1648838308.18,1133393952.59,717198683.99,348378185.07,804880460.7,543848138.83,293610219.13,118960955.21,385891948.61,60299475.75,,210927544.93,35663467.03,19184816.87
常用指标,营业成本,2526422882.04,1533246063.91,708001054.31,2637166402.97,1861996159.79,1140620492.22,509557403.7,1919117773.26,1391460924.63,924059498.57,449864791.0,1284118541.34,876185684.45,560283224.94,256153685.32,693122478.51,465778759.82,260684643.94,106041432.22,369420881.42,97677199.32,,386999885.32,97206032.88,48405635.91
常用指标,净利润,791422825.58,505426126.87,233417322.55,1023407865.85,720702833.04,432651363.46,202145758.93,723746551.15,563929246.56,374097280.17,193865558.18,501601016.84,342899011.79,185709691.27,91235982.86,198276664.29,148178275.12,70542056.85,41166698.55,97787748.58,10717944.58,-13177300.0,-154201458.5,-35711447.08,-15703060.37
常用指标,扣非净利润,722952687.97,460402417.05,212165322.66,856177230.88,614685226.43,368257010.57,171743006.42,608121136.27,459240941.95,307458275.64,167096441.18,379953807.61,266288647.55,143834225.62,77914800.0,113975999.06,,34583665.43,13957700.0,14614608.72,-38581216.58,-17457900.0,-47723300.2,-67836651.8,-38580871.0
常用指标,股东权益合计(净资产),7202156577.57,6989136358.06,6727812757.88,6480310131.33,6164890355.01,5881379075.86,5744298482.46,5517735976.37,5332857151.81,5112181523.9,4985034327.82,4790865019.64,4641885665.16,4484392594.64,899752188.05,808212455.19,,,650191800.0,608387800.0,518088583.58,,105557277.26,-10226857.64,23540589.44
常用指标,商誉,802127181.28,802127181.28,835753796.88,802127181.28,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,424493634.92,394974629.55,12916712.88,1154609605.58,876222630.75,372015773.46,167902222.64,652931193.42,371190527.12,268502815.49,71058817.64,25102682.25,-155012376.53,-178135954.97,-68042331.24,389805247.69,328204062.76,222012033.61,194986743.78,158970538.66,-119057472.28,-78202300.0,-27843055.16,-112962862.52,-3344920.66
常用指标,基本每股收益,2.25,2.14,0.99,4.33,3.04,1.83,0.85,3.06,3.55,2.35,1.82,3.52,3.73,1.17,1.14,2.48,,0.88,0.51,1.3,0.15,,,,
