选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200331,20191231,20181231,20171231
常用指标,归母净利润,1138596000.0,449784000.0,-94503000.0,-4978287000.0,-3686694000.0,-2877389000.0,-1908056000.0,-6715859000.0,-3878105000.0,-5218922000.0,-2446580000.0,-13642041000.0,-10433648000.0,-6663816000.0,-2866345000.0,-9747673000.0,-5500355000.0,-2493170000.0,331008000.0,-11383804000.0,-8103748000.0,-2614480000.0,-6914628000.0,-4746846000.0,-981743000.0
常用指标,营业总收入,27595233000.0,17518269000.0,8047870000.0,27213955000.0,19135857000.0,11996406000.0,5359338000.0,17423344000.0,12875236000.0,7251228000.0,3066389000.0,9566409000.0,6868770000.0,4210254000.0,1947858000.0,7588957000.0,6226519000.0,4890945000.0,3928894000.0,2120196000.0,1458624000.0,,2954002000.0,1310033000.0,1610753000.0
常用指标,营业成本,26135552000.0,16821863000.0,7908399000.0,31778399000.0,22827499000.0,14920540000.0,7312326000.0,26546685000.0,19359542000.0,12629536000.0,5640428000.0,23127909000.0,17355563000.0,10676353000.0,4720140000.0,17390651000.0,11774165000.0,7272787000.0,3547421000.0,13711379000.0,9840065000.0,,9915645000.0,6263668000.0,2606252000.0
常用指标,净利润,1138596000.0,449784000.0,-94503000.0,-4978287000.0,-3686694000.0,-2877389000.0,-1908056000.0,-6715859000.0,-3878105000.0,-5218922000.0,-2446580000.0,-13642041000.0,-10433648000.0,-6663816000.0,-2866345000.0,-9747673000.0,-5500355000.0,-2493170000.0,331008000.0,-11406963000.0,-8127896000.0,-2621650000.0,-6928215000.0,-4748333000.0,-980874000.0
常用指标,扣非净利润,969458000.0,261105000.0,-196160000.0,-5379293000.0,-3990204000.0,-3124740000.0,-2046530000.0,-9681878000.0,-6783236000.0,-5501675000.0,-2613736000.0,-13824367000.0,-10548267000.0,-6676965000.0,-2860912000.0,-9968458000.0,-5725100000.0,-2506800000.0,,-11739450000.0,-8440400000.0,,-7118540000.0,-4941590000.0,-1149480000.0
常用指标,股东权益合计(净资产),29334946000.0,26855799000.0,25206114000.0,24175222000.0,24172410000.0,24278329000.0,24118224000.0,25103342000.0,27313206000.0,27564660000.0,28598654000.0,30331059000.0,33142782000.0,35618586000.0,37463396000.0,39925772000.0,21826658000.0,23377619000.0,26391800000.0,25335550000.0,29334283000.0,,6882711000.0,12160631000.0,4424782000.0
常用指标,商誉,,,,,,,,,,709000.0,709000.0,709000.0,709000.0,709000.0,709000.0,709000.0,709000.0,709000.0,,709000.0,709000.0,,709000.0,709000.0,709000.0
常用指标,经营现金流量净额,4281906000.0,1631496000.0,-192920000.0,-1259052000.0,-1841136000.0,-3102466000.0,-2395729000.0,-7793254000.0,-5401589000.0,-5103818000.0,-3577897000.0,-7799707000.0,-6458895000.0,-3337338000.0,-1961086000.0,-8284748000.0,-5175561000.0,-1947349000.0,791685000.0,-5179535000.0,-2755253000.0,1639760000.0,-5546151000.0,-4200360000.0,58453000.0
常用指标,基本每股收益,0.81,0.32,-0.07,-3.64,-2.71,-2.12,-1.41,-4.95,-2.85,-3.85,-1.81,-10.18,-7.8,-4.99,-2.15,-8.08,-4.6,-2.09,,-10.49,-7.7,,-8.86,-6.59,-1.81
