选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20170630,20161231,20160630,20151231,20141231,20131231
常用指标,归母净利润,81119778.26,-16597979.91,-28028280.96,-61810412.84,8652084.37,-23830602.29,-28821465.63,852097089.84,892832656.14,740759455.48,336407103.33,649288216.9,275146024.57,54620046.07,9413357.48,279535000.04,215126701.49,153078727.01,69928007.4,260285504.55,196763731.19,118061388.92,37515463.0,102815144.05,76000595.81,35632426.6,13623500.0,56040722.86,53125997.64,60567706.0,31069413.41,17354545.09,9340644.99,2058670.75,-8206990.16
常用指标,营业总收入,6194276239.56,4085839240.31,1882073404.8,6737855272.32,4943394265.8,3147697568.32,1126132578.17,7352680892.17,5650348075.44,3814199531.81,1719259184.63,4710236539.05,2915622242.03,1452405069.72,649783898.18,2678113764.75,1718711968.38,1087071454.87,444561202.14,1589084062.93,1040907531.46,587943306.83,222764018.2,945354024.96,718042372.51,423460111.66,,835451887.21,1050195781.4,441376232.14,424676763.47,154553275.11,160644098.46,103561360.45,63153891.95
常用指标,营业成本,6100089132.66,4062291301.63,1893749953.24,6804107859.68,4872767664.54,3136270832.8,1153505802.74,6269572970.2,4544882143.26,2929242880.23,1316822517.49,3983021670.44,2629218449.84,1411228352.87,638584736.38,2385164998.35,1482271554.29,914066664.14,362729289.02,1286985374.92,815227127.07,447562730.31,173969323.21,804067823.37,605547048.65,370699491.05,,768990834.95,945849034.7,366171535.52,385539630.76,142427200.23,154352680.36,101828773.11,74193316.77
常用指标,净利润,115960506.56,15398669.86,-10695376.18,-3533361.66,57016453.4,4642511.55,-19170005.19,866223746.41,898651327.17,736430433.5,331477053.13,636253117.83,266207081.71,49290156.36,7260870.08,278471842.55,212885211.22,151926981.91,69492173.52,258809477.14,195777391.61,117384995.13,37309684.02,103126820.87,76396312.36,36043140.22,13671900.0,55677239.67,53125997.64,60567706.0,29845447.23,15978272.47,8125068.4,2058670.75,-8206990.16
常用指标,扣非净利润,-965533.28,-48836656.33,-62500895.76,-193574007.18,-31689075.29,-54916849.52,-34925977.69,806278195.72,885131310.16,742830286.88,333113599.0,627414715.71,263989259.46,47883264.81,5230080.9,244737975.21,204633258.88,143000703.12,65402821.1,240672928.16,179939159.35,112904700.0,36354800.0,96492400.0,72256979.17,32930500.0,12245300.0,50077800.0,152810800.0,65946433.91,44642300.0,9924689.82,6470735.77,1377600.0,-9110400.0
常用指标,股东权益合计(净资产),2861265900.97,2852343767.96,2874856772.27,2913441324.65,3043890893.84,2972705648.4,3078688227.08,3060130875.33,3074735983.64,2882154646.41,2660170550.08,2281120726.0,1890575690.77,1650341918.76,1697505064.24,1677786248.67,1579883155.05,1506864798.93,1526422471.46,1456653698.56,1392642752.06,538332270.29,456010100.0,420241503.36,,334263731.52,,321437734.02,257118944.13,190016202.08,100830523.25,70478789.91,54588545.15,18871635.49,3872964.74
常用指标,商誉,33970502.71,33970502.71,33970502.71,33970502.71,33970502.71,33970502.71,33970502.71,9190502.71,9190502.71,9190502.71,9190502.71,9190502.71,17919557.38,17919557.38,17919557.38,17919557.38,,,,,,,,,,,,,,0.0,,,,,
常用指标,经营现金流量净额,-32670581.01,-43851409.99,-253426912.1,-792969094.84,-1024176630.4,-908229488.41,-713270490.64,1034080763.77,1044533915.66,706009275.58,107478995.84,874499725.85,365290375.33,-34694718.96,-178966249.04,296059990.52,69780193.09,44299641.89,-31825209.23,439758484.1,249334200.87,126976822.98,1981300.69,151277032.97,65964522.13,31461196.82,-13754400.0,68181769.42,174190176.22,56371506.59,119407246.85,44844147.07,3522514.34,-14339770.68,4802198.44
常用指标,基本每股收益,0.33,-0.07,-0.12,-0.26,0.04,-0.1,-0.12,3.53,5.17,3.06,2.73,3.76,2.23,0.32,0.11,2.269,2.44,1.24,0.79,3.6404,2.98,1.79,0.57,1.56,1.15,0.5399,,0.8491,0.8638,1.08,0.5918,0.3306,0.2053,0.0521,-0.2565
常用指标,每股净资产,11.187362,11.173742,11.25118,11.335533,11.914141,11.735228,17.150115,17.252994,17.385526,16.448239,21.217143,18.323816,15.126647,13.226949,19.053362,18.817325,17.960823,17.125504,17.350978,16.553199,15.820237,8.144855,6.909243,6.345353,,5.041159,,4.875776,3.895741,3.166936,1.920581,1.342453,1.014422,0.449324,0.12103
常用指标,每股现金流,-0.134572,-0.180766,-1.044687,-3.26881,-4.221904,-3.752999,-4.125632,5.981233,6.041695,4.093281,0.872394,7.098212,2.965019,-0.281612,-2.033707,3.364318,0.792956,0.503405,-0.36165,4.997255,2.833343,1.923891,0.030019,2.292076,0.999462,0.476684,-0.2084,1.033057,2.639245,0.939525,2.274423,0.854174,0.067095,-0.341423,0.150068
常用指标,净资产收益率(ROE),2.91,-0.6,-1.02,-2.16,0.29,-0.81,-0.97,32.53,33.51,28.0,13.81,33.18,15.48,3.22,0.56,18.12,14.16,10.1,4.69,34.99,37.99,24.69,8.58,27.79,20.93,10.4,,19.27,32.42,41.84,44.35,27.71,29.28,14.58,-102.89
常用指标,总资产报酬率(ROA),1.413112,0.257782,0.046983,-0.333753,0.862745,-0.015576,-0.492928,15.788999,15.900851,12.739959,6.246848,14.628666,6.352344,1.01593,0.250964,9.459118,8.382865,6.323355,3.087744,17.013378,14.189359,12.288337,,13.428891,,5.211706,,8.009149,15.74317,16.446815,16.027392,10.849296,8.567226,4.340117,-20.230906
