选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20121231,20111231
常用指标,归母净利润,29003927.52,6682264.59,12629943.07,-810444512.94,-66699777.03,-73415999.71,6529406.97,135041886.09,140269264.46,97402794.21,43045495.19,166303391.26,120253712.77,76301554.83,60071695.14,122030252.03,87846163.8,62892394.01,32700744.47,128118649.53,85420633.05,61640512.25,14701606.19,62811981.1,57344571.93,56697455.04,18940920.03,101234961.81,70710545.58,56311140.83,18077311.6,93054044.54,58909784.95,40117375.56,13381323.8,68589624.19,40054680.85,22342112.79,5105347.72,51190500.91,20199709.15,17280144.95,5175508.83,43965784.63,25236768.43,20261487.04,5898743.26,53899867.18,43076878.02,62373492.49
常用指标,营业总收入,3803569707.31,2548576557.91,1244130343.59,4008771676.12,3366813348.31,2169074626.04,1003067001.06,4651949253.97,3225541757.18,2241078937.93,985986594.44,3880778517.66,2542174327.66,1655341597.69,804694001.9,3020377352.56,2301670197.16,1561619609.19,635659639.81,2510166560.85,1763220724.65,1172677302.86,459524086.72,1581261120.84,967577958.76,681468832.82,321293618.52,1461024578.26,1064588688.78,724992490.84,302498989.43,1076503102.66,664724965.84,419384891.77,135228612.43,678349722.03,443633964.0,244593876.23,96054303.2,483144103.35,334090013.59,235959456.09,105071518.01,511866727.11,366680720.24,250094586.79,106217900.02,450126802.7,398065635.55,482442567.62
常用指标,营业成本,3815150094.97,2571033336.19,1249240334.27,4399518239.33,3468630518.39,2260321942.1,1017973675.2,4560680839.99,3155079154.11,2177245141.4,971305060.9,3665444499.11,2480373863.44,1617804893.9,784016753.63,2933090371.95,2250322141.58,1513876198.65,621657642.89,2488475437.79,1712164175.18,1134397462.94,479217415.32,1562586342.8,956863374.05,654397627.68,311342214.63,1395383570.62,1018048058.29,672994467.09,287583419.64,1018428647.71,632151291.03,395408160.58,135850755.7,651601444.11,423007943.56,233543924.06,95023962.21,469710572.2,325360735.01,226024853.25,103559134.9,487245772.67,355978219.62,239879179.84,105026453.64,408852212.97,361003488.63,414823511.12
常用指标,净利润,33369523.27,12671230.65,13536269.71,-816972893.98,-61542373.81,-69825755.74,8575995.44,132699454.52,145048185.13,102709981.66,44043108.0,182857948.71,128241596.67,83277848.84,61378273.83,156865043.71,106292427.73,74331279.0,36005862.81,151557162.43,96984182.09,69047247.25,16620973.42,84221972.28,72221853.62,64931714.98,21333547.56,113930086.08,81539302.08,62722402.88,21870373.8,101795800.25,65443808.46,46318771.44,17284693.0,76219780.57,39864071.34,22338858.14,4939079.76,52040168.22,20301679.99,17394912.8,5202833.6,42602257.12,23876873.17,19230027.69,5243240.27,53931807.68,42628355.58,63602797.96
常用指标,扣非净利润,2058471.88,-17602784.62,4167360.72,-835666443.23,-107671254.9,-96991580.97,-12940916.15,85004686.2,87645919.51,69226259.12,32100516.51,96588419.58,66425535.83,34511832.89,24585259.41,67201871.38,63388345.65,48447299.31,21915776.81,61255639.38,71253967.73,51748838.37,7898139.25,26850181.74,30612559.54,38870274.2,12790802.47,64528489.81,51925949.71,46238076.64,15761214.8,70987560.71,45117789.44,30491874.07,6355552.3,49335868.1,33643272.93,19321170.43,3141755.45,22419490.98,14503184.69,13701387.01,2409509.22,35520684.19,20788302.6,18621514.61,5655164.89,43670584.26,36392923.81,63564592.52
常用指标,股东权益合计(净资产),1983749307.99,1984207009.17,1937080227.0,1892702145.0,2699875328.45,2702569978.72,2816339517.49,2822015147.81,2838459447.98,2818514514.4,3116682353.11,3069906296.31,2942780956.53,2920254668.24,2916523266.12,2881333237.58,2820023424.95,2838999207.72,2023391670.37,1987413752.18,1899827737.94,1868301630.11,1735669951.71,2207756962.08,1672172931.06,1680967207.42,1740437138.01,1716128425.28,1670577104.23,1641520657.13,1664959258.21,1628968544.37,1480801161.39,1460675978.51,1486762954.92,1469772843.65,1427605886.34,480525033.43,505005223.01,500086460.79,509447075.85,464521666.63,464089914.03,288850435.79,270134737.42,,,261237797.18,227387078.22,193161728.19
常用指标,商誉,1044587526.96,1053827670.48,1104079144.51,1104079144.51,1490346808.54,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,1485681429.88,470475241.91,1485681429.88,470475241.91,470475241.91,470475241.91,470475241.91,479771814.41,479771814.41,470475241.91,470475241.91,201770458.78,200961196.46,96228270.35,96228270.35,103779524.39,,,,,,,,,,,,,
常用指标,经营现金流量净额,292941380.22,-119480289.61,47522547.77,-73584820.63,-575349111.46,-342189546.99,-367041550.97,29877272.69,-331863160.76,-92097846.9,-249555054.54,27064201.42,-187640663.04,-104106379.37,-31156664.04,311524918.39,-81679771.87,-821823.99,28923177.6,320720852.06,110786561.78,70474484.24,-19914025.9,110865303.45,18121182.82,42351738.32,13141292.66,14420555.96,-44489089.1,-89203098.44,-134073081.52,36907372.45,-34829746.27,-59326577.93,-50436938.74,-65288713.38,-63719825.04,-37773035.71,-17226739.19,8363408.27,-24631684.3,-22425294.09,-5679661.31,-1721053.67,3304348.07,-1412902.39,-11192504.61,25481773.97,30863596.75,54446273.0
常用指标,基本每股收益,0.0334,0.01,0.0146,-0.93,-0.0767,-0.08,0.0075,0.16,0.1614,0.11,0.05,0.19,0.1338,0.09,0.07,0.14,0.1034,0.07,0.04,0.15,0.1017,0.07,0.02,0.08,0.0687,0.07,0.02,0.12,0.08,0.07,0.02,0.11,0.07,0.05,0.02,0.09,0.16,0.03,0.02,0.23,0.18,0.07,0.04,0.49,0.28,0.23,0.07,0.6,0.48,0.69
