选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20191231,20181231
常用指标,归母净利润,699458608.72,396863571.69,191452874.73,392738925.26,273237797.94,149801172.02,14026121.38,14215461.22,-65474561.02,-66338864.49,-25680896.45,-82748036.47,-41658963.55,4975742.2,14111059.31,398333247.81,320456470.4,179716909.4,68629034.98,120989387.16,57860100.0,18444600.0,-241787306.19,-166313392.88
常用指标,营业总收入,6317151337.98,3786399097.63,1749619552.82,5968147934.08,4207550618.14,2456889524.16,837395711.35,2857343251.07,1772865288.6,1072712121.25,454337875.07,2482987309.22,1654477550.32,1009621408.33,437882552.13,2689327871.83,2042657334.71,1247169255.47,540545217.76,1527181504.99,,,679154976.08,324631155.09
常用指标,营业成本,5502108736.15,3312912689.84,1536130982.62,5476315837.05,3827303691.83,2276056637.86,819919544.27,2794660859.87,1817619014.34,1141517457.62,486616483.03,2603401338.7,1741846096.69,1009918107.92,426639700.02,2220672269.65,1648452408.94,1021972167.58,459680384.43,1385570527.1,,,925359602.29,481177587.21
常用指标,净利润,699458608.72,396863571.69,191452874.73,392738925.26,273237797.94,149801172.02,14026121.38,14215461.22,-65474561.02,-66338864.49,-25680896.45,-82748036.47,-41658963.55,4975742.2,14111059.31,398333247.81,320456470.4,179716909.4,68629034.98,120989387.16,57860100.0,18444600.0,-241787306.19,-166313392.88
常用指标,扣非净利润,689757958.47,395700064.0,189197919.5,391418816.53,304948288.56,152542463.56,19606289.23,607391.17,-59924215.23,-63996620.26,-24800523.46,-115976526.67,-77253885.61,299797.4,8180200.0,392160400.0,320497600.0,179585900.0,67926400.0,119300100.0,50909800.0,15714700.0,-66170000.0,-172070500.0
常用指标,股东权益合计(净资产),4933123968.7,4616409088.55,4454960295.29,4188852138.4,4041509333.41,3890556179.76,3787775709.98,3740951896.03,3686548684.01,3688058202.15,3704167307.87,3731455336.54,3786815622.09,3834829404.83,2644669575.0,2628356802.1,2552704084.17,2406588000.0,2296314579.4,2221228674.08,,,-9028186.69,-50315270.61
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-1042291449.44,-1710721084.9,-490362519.35,374410051.42,-613988878.97,-308463647.63,-380940847.77,767009708.31,869655784.67,698809311.49,386068113.81,-1523989386.87,-1662465263.77,-1009022128.47,-372754655.81,-1261896357.18,-950226358.73,-938033774.7,-486685907.35,23164902.59,-423941000.0,-144645700.0,141570228.72,19297746.92
常用指标,基本每股收益,1.75,0.99,0.48,0.98,0.68,0.37,0.04,0.04,-0.16,-0.17,-0.06,-0.22,-0.11,0.01,0.04,1.1065,0.89,0.5,0.19,1.06,,,,
常用指标,每股净资产,12.27629,11.488132,11.086359,10.47967,10.10352,9.726147,9.469202,9.352145,9.216141,9.219915,9.260186,9.328405,9.466802,9.586833,7.346304,7.300991,7.090844,,6.378651,6.170079,,,-0.136316,-0.932954
常用指标,每股现金流,-2.593787,-4.257202,-1.220288,0.936699,-1.534933,-0.771139,-0.952328,1.917476,2.174085,1.746979,0.965146,-3.809878,-4.156059,-2.522492,-1.035429,-3.505267,-2.639517,,-1.351905,0.064346,,,2.137572,0.357822
常用指标,净资产收益率(ROE),15.32,9.06,4.43,9.89,6.92,3.89,0.37,0.38,-1.77,-1.79,-0.69,-2.52,-1.32,0.18,0.54,16.43,13.43,7.75,3.04,11.12,,,0.0,0.0
常用指标,总资产报酬率(ROA),9.10086,5.283606,2.809238,7.027718,4.936943,2.88842,0.424894,0.583153,-1.132161,-1.134421,-0.328344,-1.662433,-0.58559,0.452072,0.559056,13.231381,12.465724,,2.927804,9.007071,,,-68.791148,-60.919465
常用指标,毛利率,23.475282,23.161979,22.79252,21.087471,21.958132,21.130035,21.263379,19.96368,18.304979,17.039235,19.790849,22.144842,26.074552,28.402649,26.130176,29.122827,29.75725,,26.570028,20.8806,,,18.140581,12.730583
常用指标,销售净利率,11.072373,10.481292,10.942543,6.580582,6.493987,6.097187,1.674969,0.497506,-3.693149,-6.184218,-5.652378,-3.3326,-2.517952,0.492832,3.222567,14.811628,15.688214,14.409984,12.696261,7.922397,6.807886,3.871653,-35.601197,-51.231494
常用指标,期间费用率,10.444948,10.52732,10.459313,12.684854,12.75401,13.586342,18.930832,17.508575,20.542691,23.139761,26.55346,26.798365,31.218606,28.264612,23.228264,11.559614,10.412125,,11.570391,11.40082,,,54.363958,60.937683
常用指标,资产负债率,52.834163,54.586075,46.244621,46.505146,49.051917,46.684731,44.824454,39.129423,31.664306,35.34924,35.526388,38.36391,42.826919,40.3901,46.74363,40.126808,24.465355,,19.693848,20.289417,,,101.995555,118.329065
每股指标,基本每股收益,1.75,0.99,0.48,0.98,0.68,0.37,0.04,0.04,-0.16,-0.17,-0.06,-0.22,-0.11,0.01,0.04,1.1065,0.89,0.5,0.19,1.06,,,,
每股指标,稀释每股收益,1.75,0.99,0.48,0.98,0.68,0.37,0.04,0.04,-0.16,-0.17,-0.06,-0.22,-0.11,0.01,,1.1065,0.89,0.5,0.19,0.95,,,,
每股指标,摊薄每股收益_最新股数,1.740632,0.987612,0.476438,0.977347,0.679963,0.372786,0.034904,0.035375,-0.162936,-0.165087,-0.063908,-0.205922,-0.10367,0.012382,0.035115,0.991269,0.797469,0.447233,0.170786,0.301087,0.143987,0.0459,-0.601698,-0.413878
每股指标,摊薄每股净资产_期末股数,12.27629,11.488132,11.086359,10.47967,10.10352,9.726147,9.469202,9.352145,9.216141,9.219915,9.260186,9.328405,9.466802,9.586833,7.346304,7.300991,7.090844,,6.378651,6.170079,,,-0.136316,-0.932954
每股指标,调整每股净资产_期末股数,10.799199,10.040054,9.683382,8.993673,8.683222,8.387329,8.111136,8.039603,7.965002,8.058315,8.659345,8.775293,8.98398,9.163773,6.931801,6.86013,6.721536,,6.053756,5.846656,,,-1.536413,-2.099131
每股指标,每股净资产_最新股数,12.27629,11.488132,11.086359,10.424138,10.057469,9.681816,9.426042,9.309519,9.174134,9.177891,9.217979,9.285886,9.423653,9.543137,6.581373,6.540778,6.352513,5.988897,5.714477,5.527622,,,-0.022467,-0.125211
每股指标,每股经营现金流,-2.593787,-4.257202,-1.220288,0.936699,-1.534933,-0.771139,-0.952328,1.917476,2.174085,1.746979,0.965146,-3.809878,-4.156059,-2.522492,-1.035429,-3.505267,-2.639517,,-1.351905,0.064346,,,2.137572,0.357822
每股指标,每股现金流量净额,0.629798,-0.391891,-0.392961,1.271635,0.319896,0.475139,0.224859,-0.24295,-0.672296,0.074744,-0.183381,0.109528,1.088278,2.073586,0.062049,-3.014541,-2.862909,,-1.954122,4.788774,,,1.425164,-0.04215
每股指标,每股企业自由现金流量,,-0.566018,,-0.585078,,-0.327166,,0.7767,,0.560801,,-4.357237,,-3.873072,,0.637691,1.911208,,0.018703,-5.93276,,,-3.968544,-1.027462
每股指标,每股股东自由现金流量,,4.252251,,1.299461,,1.71329,,0.398483,,-0.228096,,-3.047004,,-2.046418,,3.489187,2.381594,,0.116672,-5.603439,,,-3.82763,-0.645686
每股指标,每股未分配利润,2.736428,1.983407,1.711571,1.241712,1.001146,0.692562,0.555693,0.520629,0.321409,0.319248,0.420891,0.485091,0.587811,0.704395,0.808057,0.768859,0.645221,,-0.054299,-0.244935,,,-12.644322,-11.044445
每股指标,每股资本公积金,8.379411,8.335062,8.291234,8.152184,8.102119,8.017507,7.939616,7.859764,7.83898,7.83898,7.832489,7.822754,7.845258,7.803282,5.509134,5.498316,5.487498,,5.461695,5.450877,,,11.552451,9.154103
每股指标,每股盈余公积金,0.287628,0.287628,0.19809,0.199146,0.139894,0.139894,0.102112,0.102112,0.102112,0.102112,0.102112,0.102112,0.102112,0.102112,0.113461,0.113461,0.020775,,0.020775,0.020775,,,,
每股指标,每股留存收益,3.024056,2.271036,1.909662,1.440858,1.14104,0.832456,0.657806,0.622741,0.423521,0.421361,0.523003,0.587204,0.689924,0.806508,0.921518,0.882321,0.665996,,-0.033524,-0.22416,,,-12.644322,-11.044445
每股指标,每股营业收入,15.720502,9.422616,4.354003,14.931112,10.518613,6.14207,2.093436,7.143179,4.432052,2.681713,1.135816,6.207313,4.13609,2.52399,1.21634,7.470355,5.674048,,1.501514,4.24217,,,10.254576,6.019366
每股指标,每股营业总收入,15.720502,9.422616,4.354003,14.931112,10.518613,6.14207,2.093436,7.143179,4.432052,2.681713,1.135816,6.207313,4.13609,2.52399,1.21634,7.470355,5.674048,,1.501514,4.24217,,,10.254576,6.019366
每股指标,每股息税前利润,2.07109,1.183072,0.563392,1.228637,0.868778,0.485351,0.0691,0.088926,-0.162019,-0.166735,-0.048426,-0.217022,-0.080614,0.061158,0.072644,1.318817,1.067573,,0.229591,0.405197,,,-3.775212,-3.100817
盈利能力,净资产收益率(ROE),15.32,9.06,4.43,9.89,6.92,3.89,0.37,0.38,-1.77,-1.79,-0.69,-2.52,-1.32,0.18,0.54,16.43,13.43,7.75,3.04,11.12,,,0.0,0.0
盈利能力,摊薄净资产收益率,14.178816,8.596802,4.297521,9.375812,6.760786,3.850379,0.370299,0.379995,-1.776039,-1.798747,-0.693297,-2.21758,-1.100105,0.129751,0.533566,15.155219,12.553608,7.467705,2.988659,5.446957,,,,
盈利能力,净资产收益率_平均,15.335681,9.014237,4.429824,9.905387,7.021886,3.92586,0.372602,0.380478,-1.765287,-1.788226,-0.690753,-2.602216,-1.298763,0.153971,0.535216,16.427517,13.425261,7.766811,3.038334,10.938374,,,,
盈利能力,净资产收益率_平均_扣除非经常损益,15.122994,8.987809,4.377649,9.872093,7.836808,3.997701,0.520839,0.016256,-1.615642,-1.725089,-0.667073,-3.647168,-2.408474,0.009277,0.310265,16.172945,13.426984,7.76115,3.007227,10.785649,,,,
盈利能力,摊薄净资产收益率_扣除非经常损益,13.982173,8.571598,4.246904,9.344297,7.545406,3.920839,0.51762,0.016236,-1.625482,-1.735238,-0.66953,-3.108077,-2.040075,0.007817,,14.920365,,,2.958061,5.370907,,,,
盈利能力,息税前利润率,13.174456,12.555663,12.93964,8.228709,8.25944,7.902078,3.300811,1.244919,-3.655625,-6.217511,-4.263591,-3.496244,-1.949039,2.423092,5.972395,17.654015,18.815024,,15.290656,9.551644,,,-36.8149,-51.514012
盈利能力,总资产报酬率,9.10086,5.283606,2.809238,7.027718,4.936943,2.88842,0.424894,0.583153,-1.132161,-1.134421,-0.328344,-1.662433,-0.58559,0.452072,0.559056,13.231381,12.465724,,2.927804,9.007071,,,-68.791148,-60.919465
盈利能力,总资本回报率,10.435835,6.066839,3.21361,8.119747,5.560191,3.278506,0.47689,0.645287,-1.243843,-1.233199,-0.355146,-1.84756,-0.646291,0.507576,0.648723,15.366206,14.640106,,3.405263,12.210327,,,,
盈利能力,投入资本回报率,9.480765,5.501849,2.92983,7.814913,5.339393,3.174061,0.563367,1.304936,-0.397272,-0.621918,-0.166012,-0.529459,-0.140735,0.514988,0.572751,13.18766,12.396064,7.527506,2.88485,10.429635,,,,
盈利能力,息前税后总资产报酬率_平均,8.267965,4.791557,2.561166,6.772736,4.740895,2.796402,0.501942,1.179285,-0.361602,-0.572102,-0.153484,-0.476407,-0.127517,0.458673,0.493585,11.355501,10.554973,6.079185,2.480359,7.693526,,,-66.114666,-60.569904
盈利能力,毛利率,23.475282,23.161979,22.79252,21.087471,21.958132,21.130035,21.263379,19.96368,18.304979,17.039235,19.790849,22.144842,26.074552,28.402649,26.130176,29.122827,29.75725,,26.570028,20.8806,,,18.140581,12.730583
盈利能力,销售净利率,11.072373,10.481292,10.942543,6.580582,6.493987,6.097187,1.674969,0.497506,-3.693149,-6.184218,-5.652378,-3.3326,-2.517952,0.492832,3.222567,14.811628,15.688214,14.409984,12.696261,7.922397,6.807886,3.871653,-35.601197,-51.231494
盈利能力,成本费用利润率,14.117654,13.335459,13.785365,7.521511,7.513527,6.866949,1.10212,-0.794629,-6.04591,-8.733378,-7.4211,-5.567818,-3.844792,0.458081,4.039205,21.0034,23.026741,,17.685892,10.290916,,,-27.185912,-34.766948
盈利能力,营业利润率,12.28407,11.660569,12.1104,6.983243,6.954858,6.573447,1.13925,-0.768786,-6.17106,-9.243587,-7.849227,-5.80745,-4.013135,0.500534,4.004204,17.386821,18.66737,17.172993,15.020004,9.321465,8.133669,4.779669,-36.996522,-51.529686
盈利能力,总资产净利率_平均,7.64875,4.410681,2.375662,5.620138,3.881673,2.228684,0.215608,0.233044,-1.143782,-1.128346,-0.435296,-1.584622,-0.756521,0.091946,0.301653,11.101061,10.394085,6.079185,2.431038,7.470713,,,-66.523263,-60.585365
盈利能力,总资产净利率_平均(含少数股东损益),7.64875,4.410681,2.375662,5.620138,3.881673,2.228684,0.215608,0.233044,-1.143782,-1.128346,-0.435296,-1.584622,-0.756521,0.091946,0.301653,11.101061,10.394085,6.079185,2.431038,7.470713,,,-66.523263,-60.585365
成长能力,归母净利润,699458608.72,396863571.69,191452874.73,392738925.26,273237797.94,149801172.02,14026121.38,14215461.22,-65474561.02,-66338864.49,-25680896.45,-82748036.47,-41658963.55,4975742.2,14111059.31,398333247.81,320456470.4,179716909.4,68629034.98,120989387.16,57860100.0,18444600.0,-241787306.19,-166313392.88
成长能力,营业总收入,6317151337.98,3786399097.63,1749619552.82,5968147934.08,4207550618.14,2456889524.16,837395711.35,2857343251.07,1772865288.6,1072712121.25,454337875.07,2482987309.22,1654477550.32,1009621408.33,437882552.13,2689327871.83,2042657334.71,1247169255.47,540545217.76,1527181504.99,,,679154976.08,324631155.09
