选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190630,20181231,20171231
常用指标,归母净利润,50188645.0,29761918.0,-51730895.0,186805894.0,8111352.0,77489495.0,30163398.0,48244998.0,49725666.0,-22829686.0,-129193711.0,438821904.0,555436905.0,513659759.0,241477602.0,1258447129.0,933439617.0,643941811.0,292197230.0,773230154.0,624868246.0,335142849.0,196512613.0,359371224.0,79752100.0,499748092.0,-8716971.0
常用指标,营业总收入,5722579132.0,3636341105.0,1524264403.0,6383250681.0,4554095635.0,2790066732.0,1289489531.0,4697177723.0,3244867291.0,1951865382.0,853204583.0,5943796651.0,4570800496.0,3294417161.0,1734866190.0,7000561264.0,5256378791.0,3686112272.0,1937566596.0,6455932154.0,4649281466.0,2441351296.0,1247653089.0,3690183620.0,,2193479663.0,1966950498.0
常用指标,营业成本,5777929255.0,3647683746.0,1610216782.0,6411761337.0,4616986800.0,2740431688.0,1289274281.0,4627589244.0,3144907590.0,1809531010.0,899094936.0,5080028249.0,3682133836.0,2576746321.0,1405556436.0,5565026603.0,4146912492.0,2916042089.0,1533575714.0,5557103406.0,3907892049.0,2023571678.0,1008828060.0,3274543794.0,,2039818583.0,1980403086.0
常用指标,净利润,50188645.0,29761918.0,-51730895.0,186805894.0,8111352.0,77489495.0,30163398.0,48244998.0,49725666.0,-22829686.0,-129193711.0,438821904.0,555436905.0,513659759.0,241477602.0,1258447129.0,933439617.0,643941811.0,292197230.0,773230154.0,624868246.0,335142849.0,196512613.0,359371224.0,79752100.0,499748092.0,-8716971.0
常用指标,扣非净利润,-6520440.0,-14949980.0,-56729329.0,70656572.0,-43239280.0,45982053.0,11973918.0,61687202.0,-32143009.0,-63480904.0,-135411663.0,353815000.0,548094303.0,508760806.0,236931106.0,1202933508.0,909384472.0,630909400.0,282645900.0,765901300.0,638028600.0,352214700.0,210949800.0,335151200.0,71411900.0,107244600.0,-10796900.0
常用指标,股东权益合计(净资产),7820855569.0,7770192599.0,7728394281.0,7774716435.0,7615602074.0,7761203818.0,7890322806.0,7879867967.0,7950883675.0,7854803721.0,7781098722.0,7895411622.0,8022273878.0,8025614035.0,7800924777.0,7549704072.0,7212736875.0,3442249737.0,3020199237.0,2719009846.0,2531444307.0,2207551400.0,2058089541.0,266221600.0,,1106458235.0,420985323.0
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,969568847.0,813516440.0,242445096.0,957472963.0,114488638.0,84908664.0,-370813656.0,405052677.0,426513977.0,249852123.0,-18503461.0,442910547.0,-153757542.0,177582171.0,-9888766.0,439414067.0,358619841.0,597131710.0,373916672.0,-305712144.0,-681375584.0,-920125478.0,-332562216.0,352797655.0,126656500.0,-168052684.0,-266605095.0
常用指标,基本每股收益,0.02,0.01,-0.02,0.07,0.0,0.03,0.01,0.02,0.02,-0.01,-0.05,0.18,0.22,0.21,0.1,0.54,0.41,0.29,0.13,0.37,0.31,0.17,0.12,0.19,,0.25,0.0
常用指标,每股净资产,3.007342,2.987861,2.971788,2.9896,2.928416,2.984404,3.034054,3.030034,3.059454,3.14332,3.113825,3.159571,3.210338,3.211675,3.121759,3.021226,2.886379,,,,,,,,,,
常用指标,每股现金流,0.372826,0.31282,0.093227,0.368175,0.044024,0.032649,-0.142588,0.155754,0.16412,0.099985,-0.007404,0.177243,-0.06153,0.071064,-0.003957,0.175843,0.143511,,,,,,,,,,
常用指标,净资产收益率(ROE),0.64,0.38,-0.67,2.39,0.1,0.98,0.38,0.61,0.63,-0.29,-1.65,5.68,7.13,6.6,3.15,27.66,25.92,20.9,10.18,40.86,37.56,27.1,54.25,39.5,,75.83,-2.19
常用指标,总资产报酬率(ROA),1.128057,0.814143,-0.098984,2.118324,0.937978,1.100669,0.364997,1.132708,0.739306,0.495784,-0.508071,4.050435,4.840794,4.080522,2.245943,16.052678,12.41524,11.388955,6.635521,21.318987,17.00842,,5.632957,15.93234,,27.409662,-1.126314
常用指标,毛利率,20.69616,21.837305,20.853051,22.823828,23.366759,24.530394,25.256454,29.571538,31.113267,34.756842,38.363599,30.478318,32.096907,32.615226,33.726578,33.706739,33.677702,32.513327,31.272208,28.478645,26.665084,,29.390927,26.045006,,22.884932,20.128793
常用指标,销售净利率,0.877028,0.818457,-3.393826,2.9265,0.178111,2.777334,2.339173,1.027106,1.53244,-1.169634,-15.142172,7.382855,12.151851,15.591825,13.91909,17.976374,17.758225,17.469403,15.080629,11.977048,13.440103,13.727758,15.750581,9.738572,6.277293,22.783347,-0.443171
常用指标,期间费用率,21.356779,21.805033,26.125737,22.902975,24.394837,22.381226,24.880344,27.521825,27.354728,26.54169,42.582122,15.607703,12.456747,10.673084,14.620323,13.037579,12.429178,11.477626,10.284537,14.342396,10.544217,,10.066438,14.663983,,15.768484,20.722624
常用指标,资产负债率,66.661519,66.988114,66.769026,65.322186,65.235916,64.315562,61.953317,60.996985,59.704205,59.692475,58.363477,56.504333,52.458429,53.7572,47.046658,43.250863,44.935122,59.417363,53.287569,52.433219,53.82268,,59.533719,91.009237,,46.069973,74.031234
每股指标,基本每股收益,0.02,0.01,-0.02,0.07,0.0,0.03,0.01,0.02,0.02,-0.01,-0.05,0.18,0.22,0.21,0.1,0.54,0.41,0.29,0.13,0.37,0.31,0.17,0.12,0.19,,0.25,0.0
每股指标,稀释每股收益,0.02,0.01,-0.02,0.07,0.0,0.03,0.01,0.02,0.02,-0.01,-0.05,0.17,0.21,0.2,0.09,0.51,0.39,0.28,0.13,0.34,0.26,0.16,0.1,0.17,,0.24,0.0
每股指标,摊薄每股收益_最新股数,0.019298,0.011444,-0.019892,0.071832,0.003119,0.029796,0.011598,0.018551,0.01912,-0.008778,-0.049678,0.168739,0.213581,0.197516,0.092855,0.483908,0.358934,0.247614,0.112358,0.297329,0.240279,0.128871,0.075564,0.138188,0.030666,0.192167,-0.003351
每股指标,摊薄每股净资产_期末股数,3.007342,2.987861,2.971788,2.9896,2.928416,2.984404,3.034054,3.030034,3.059454,3.14332,3.113825,3.159571,3.210338,3.211675,3.121759,3.021226,2.886379,,,,,,,,,,
每股指标,调整每股净资产_期末股数,2.581527,2.562808,2.551819,2.586132,2.540024,2.788027,2.857771,2.858885,2.892941,2.979625,2.961354,3.022265,3.08295,3.086726,3.005266,2.90194,2.797533,,,,,,,,,,
每股指标,每股净资产_最新股数,3.007342,2.987861,2.971788,2.9896,2.928416,2.984404,3.034054,3.030034,3.057342,3.020396,2.992055,3.036011,3.084793,3.086078,2.999678,2.903077,2.773503,1.323643,1.161353,1.045537,0.973412,0.848866,0.791394,0.102369,,0.425464,0.16188
每股指标,每股经营现金流,0.372826,0.31282,0.093227,0.368175,0.044024,0.032649,-0.142588,0.155754,0.16412,0.099985,-0.007404,0.177243,-0.06153,0.071064,-0.003957,0.175843,0.143511,,,,,,,,,,
