选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,20061231
常用指标,归母净利润,938520511.48,598187171.85,294887908.89,1054152468.03,786758641.76,459878414.77,207524256.45,897173311.76,541344526.56,429868583.41,189488931.42,619072763.94,469893207.88,374315729.34,130558873.67,544102869.34,328222624.26,243307854.31,88462281.43,243878271.03,202435725.93,117644241.14,31735890.18,413236678.15,290786623.67,195174679.16,86170154.51,569202367.3,251289535.25,254430487.72,175498807.27,898630624.43,650364293.81,594285800.2,304440828.5,1127890758.9,754725254.65,463732502.66,232533791.25,903974175.74,557599776.73,410622287.11,162540969.95,684129128.35,644855138.31,327543180.23,101370875.57,333804916.82,194322453.51,150219134.99,35851738.21,117628692.88,-139419771.0,-155359892.59,-168305576.14,-518120002.43,-79010771.48,35947453.82,18922226.2,639447521.58,642785095.77,544067482.72,135569888.12,1155076451.43,723071213.38,406778959.35,64999447.23,1007394522.97,604868478.24,329883791.39
常用指标,营业总收入,17003603908.85,11331466190.92,5261196450.0,22280533573.77,15245043482.06,10404077393.06,4742599325.52,21204465312.42,14354188325.6,9627505780.94,4853710872.15,18761173366.32,13355103757.08,8694775989.91,3887829520.4,14385393562.19,12174927392.67,7680823112.6,3157411310.2,15994367849.58,9587223837.05,6119125676.43,2483696194.98,15475718300.97,9727857078.21,6695561915.81,2785995458.46,13907578293.84,8422433976.81,5826007887.2,2468415825.8,14391402457.83,8999132045.6,6270079858.6,2542526203.21,14173821478.37,8900711364.57,5610585573.13,2489336393.25,13337375169.9,8446916513.18,5823365369.33,2774822842.04,14082037080.82,10193875305.89,6526654878.89,2589603699.87,13197639110.42,9172476849.02,5881245221.46,2423664614.47,12603663971.56,8146491088.33,5378271991.93,2031461607.88,11249665334.45,7819557274.18,5084068111.95,2132551358.47,12928305436.19,9023856540.93,6665248125.18,2433873095.61,14031367558.36,8990190607.47,5871235027.14,2280711172.33,13015734498.51,10153533947.61,7088368906.38
常用指标,营业成本,15545057581.35,10359847915.14,4863460739.29,21025166713.89,14182335913.53,9773244477.09,4482041562.67,20271756942.86,13688516624.52,9137250809.93,4632864196.85,18118108334.01,12785160993.96,8206669300.07,3746721204.57,13866536800.81,11892054636.4,7454199757.83,3100223327.7,15919566397.23,9426064617.75,5995756514.96,2465231750.93,14943439809.82,9469970559.56,6510110276.94,2703070688.68,13403869795.76,8155403812.56,5594539631.06,2320048512.27,13604020590.25,8346526802.99,5662253704.71,2221121070.31,13084974348.83,8170743104.42,5168580476.4,2270620897.25,12470169371.78,7930848870.27,5416291998.31,2604749011.02,13410629422.65,9550603708.02,6185056941.4,2493681109.19,12940949520.47,8975214127.19,5731962094.01,2400524936.82,12527773271.41,8319366178.58,5563316843.07,2212098122.23,11805377465.2,7882252418.48,5023169878.2,2083515586.65,12105299082.18,8276443135.91,6007776409.16,2279816437.04,12683265360.71,8124678972.45,5398753746.75,2200957732.89,11803336237.13,9366471382.2,6631379696.93
常用指标,净利润,1178558201.84,740033213.53,369169551.1,1219547695.65,988158808.17,597208699.86,270553282.24,1068997557.36,682539555.62,488191762.12,212242329.94,729149135.31,534009726.0,414995979.53,134936105.8,602887602.91,349373747.06,255773934.43,96148210.39,271112732.91,219324165.72,134599385.62,37549440.0,340891580.51,281275025.22,192701072.44,84217696.37,538800521.9,221150924.65,238093418.01,167331695.93,871297259.8,641618892.55,586805464.07,305187696.88,1134256370.12,756869777.44,461678955.75,231975026.5,902385136.89,544769722.59,399779048.15,155559749.92,661467680.92,629488277.67,316346501.0,96627034.62,312196449.09,192261698.07,140723605.96,30307105.57,90367255.95,-157860933.45,-170435617.71,-176542916.07,-596172475.54,-117414455.69,14367583.13,14237958.05,654622357.86,653933004.77,554481177.58,138527684.46,1192053799.46,748557644.33,425950334.82,67781122.49,1051987742.77,748395247.71,427361772.08
常用指标,扣非净利润,923385599.41,609433210.19,293111078.99,996560623.8,781418417.3,471496912.76,190154927.22,640788188.66,447829653.06,383743074.55,174320211.51,257583628.85,383909962.88,316660148.17,107140742.84,459640060.29,245686941.77,182472323.72,32455679.18,71470087.25,59404075.11,26025308.99,6378331.22,303606588.4,206229820.9,132502234.79,67222741.88,368761699.88,161442172.63,200668046.48,163033234.56,780128221.47,604190489.25,559994591.55,294615338.47,1058972755.0,711777594.46,441401205.76,225948304.72,822858407.45,509275345.76,393216102.95,156172892.46,642488017.6,624863636.21,314029800.0,98199816.48,241962400.0,160000913.91,133021900.0,23836775.23,38647100.0,-229226620.01,-231979860.81,-186629731.54,-586271726.28,-109166680.02,16487062.76,7334778.23,589858085.15,667636086.1,555403818.97,129373192.42,1113172584.21,,390090978.75,,1022025824.29,574350848.3,330726039.27
常用指标,股东权益合计(净资产),25614901195.58,25504149357.35,25249898354.69,24828255216.54,24748668431.41,24837469925.63,24633636084.81,24509868990.72,24168029155.45,24480332444.93,23240508443.59,23114239351.1,22491516447.17,22474992685.97,22394665479.07,22275725929.58,21013248826.36,20952725109.7,20962899238.67,20857189008.27,20790269338.92,20719034204.26,20818652864.75,20803230932.88,20770974149.59,20658319443.72,20803154110.79,20677395805.44,20372621405.11,20380812422.86,20592602412.05,20393151713.16,20192242556.01,20137899001.66,20413312171.64,20101084625.85,19372398016.02,19008043347.18,19528026893.65,19291846682.66,18905242368.93,18751255574.03,18948273520.07,18807976837.68,18690903646.79,18392979974.15,18544864182.94,18425092576.24,18306844285.99,14954931844.73,14714769858.55,14706508465.32,14464290022.66,14436106776.72,14428482130.5,14614324619.76,15150577440.49,15296541771.82,15080275912.02,15063395791.2,14930987672.25,14831222393.78,14420753617.81,4205409347.79,4785746077.22,4487199135.81,4210792996.98,4115891360.9,3690380994.05,2956435588.73
常用指标,商誉,23716852.85,23716852.85,23716852.85,23716852.85,23227861.11,23256838.51,23716852.85,23716852.85,23913452.13,24076449.39,24402443.88,24552077.79,25543887.3,25543887.3,25742369.06,25742369.06,,,,,,,,,,,,,4724133.77,4724133.77,4724133.77,4724133.77,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,11098757.36,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,29659570.53,,,,,,,,,,
常用指标,经营现金流量净额,555169265.29,-29303071.09,-707940546.23,3498797262.82,1403537299.7,708591149.42,245146719.55,1265051896.21,-1054999412.72,-2419073068.12,-1922418469.51,557167129.52,-1471895003.07,-165741843.24,656467327.67,1596821058.84,-23734876.17,372440205.95,-498215695.76,45304123.46,-344521201.8,-253258441.64,596304791.67,-1508290646.42,-862873962.4,-150488691.95,-1923453164.14,-655348765.1,-2674038878.95,-2347482185.74,-1744775113.59,-336032431.72,-693693509.67,-177974007.95,-758024151.37,674440094.06,-979609104.77,-134543396.85,-1761998313.83,3158833228.01,1252342730.63,903146010.19,532334358.6,2772441.11,-359628436.14,-325800935.58,-1191060437.61,290152475.7,-498001839.88,-324707928.4,-664790396.23,1139532514.13,-369182525.89,79333688.96,-726189205.84,-96917476.68,-643119937.92,-1273914668.73,-567279542.23,-379662271.86,-1325545645.14,-746384592.19,-839415222.43,1035682229.28,-266061262.66,-804837546.16,-556429074.74,1336206742.95,474591474.23,1098554131.53
常用指标,基本每股收益,0.1831,0.12,0.0575,0.2057,0.1535,0.09,0.0405,0.175,0.1056,0.0839,0.037,0.1208,0.0917,0.073,0.0255,0.1061,0.06,0.0475,0.017,0.0476,0.04,0.02,0.006,0.081,0.06,0.038,0.017,0.111,0.05,0.05,0.034,0.175,0.13,0.116,0.059,0.22,0.15,0.091,0.0454,0.176,0.11,0.08,0.0317,0.133,0.13,0.064,0.0198,0.072,0.04,0.034,0.0082,0.027,-0.03,-0.036,-0.0386,-0.12,-0.02,0.01,0.0328,0.15,0.15,0.13,0.0328,0.38,,0.13,,0.33,0.2,0.11
