选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20131231,20121231,20111231
常用指标,归母净利润,278444419.16,161165027.34,91552036.22,166745799.11,150991324.68,119066305.92,49087393.65,22962876.7,-20555214.98,-16987459.52,-41462137.06,210978402.25,221949766.75,202930939.67,76828492.59,494458759.71,389103966.25,242174832.88,86263306.09,204754125.73,175940271.1,86049458.17,25964333.71,134630402.49,151834933.78,82108191.67,24235907.93,118127426.72,144701047.64,75452214.91,-12898438.37,17330406.47,5577775.06,1689795.37,-7396470.58,148703352.98,138110193.88,66104250.14,38991421.14,127975383.67,97819654.37,62646204.31,37902552.37,110337619.86,82953927.54,62796085.35,418931602.43,571171463.57,58915067.23
常用指标,营业总收入,2160705344.32,1337102269.11,619857313.18,2287908816.3,1685306140.24,1062684065.76,409514283.15,1672993031.36,1120875922.88,675590524.76,238547790.02,1514132177.25,1171116292.62,832021856.87,415726312.92,2065356818.73,1581019850.22,1047901928.67,501325932.89,1505485852.54,1069347579.98,598550807.43,261655931.25,1463360308.85,1062532766.65,684169462.26,325941887.01,1364689742.56,1031078743.07,666098783.22,295064270.79,1200950545.97,763522606.07,448742203.75,180059497.15,1252039237.33,878904060.7,476948038.84,238985721.38,1209465496.1,849329836.77,518780181.17,257598616.19,1241963822.0,932044185.13,629325921.46,1650099167.83,1339417803.66,260995440.17
常用指标,营业成本,1927977759.02,1208846250.36,567203170.52,2184080375.94,1602494744.7,1007841848.71,404966728.74,1669366249.38,1166827434.62,711449787.29,297502330.82,1404827141.89,1037020743.36,705390955.26,339432218.03,1694406455.23,1240071988.76,848736835.75,426614049.42,1390217300.43,931175626.92,518533162.26,236272159.37,1356078057.72,929675991.25,607993894.93,302443804.13,1263809044.07,922154379.13,621637174.07,328862841.3,1253593763.32,789969041.03,475855899.5,195681251.34,1121407741.76,734636793.64,402865013.83,195025297.58,1100635446.3,748003122.69,454309461.98,216589930.05,1143887336.22,847810470.18,562635626.5,1231406604.71,732684769.67,207715363.8
常用指标,净利润,278444419.16,161165027.34,91552036.22,166745799.11,150991324.68,119066305.92,49087393.65,22962876.7,-20555214.98,-16987459.52,-41462137.06,210978402.25,221949766.75,202930939.67,76828492.59,494458759.71,389103966.25,242174832.88,86263306.09,204754125.73,175940271.1,86049458.17,25964333.71,132380714.85,149079246.1,79426882.12,22941007.61,107744751.9,140583967.7,72691746.44,-11924475.53,-1741103.48,469521.64,-1583807.71,-9282981.66,144312283.29,137127288.88,66104250.14,38991421.14,127975383.67,97819654.37,62646204.31,37902552.37,110337619.86,82953927.54,62796085.35,418931602.43,571171463.57,58915067.23
常用指标,扣非净利润,246043751.62,134899866.35,56177759.77,115844231.42,108997680.45,81279409.83,17359256.76,7069171.73,-42209429.81,-36087688.05,-58407579.85,109397837.17,141531234.95,127029345.55,77366321.44,364042222.88,346114622.93,201859733.78,76590577.89,82855758.97,105237142.76,72326074.52,22909772.05,85749799.8,123161570.76,68783019.63,17386183.13,53423810.01,100363689.6,41639007.43,-36417785.81,-29284479.06,-21878180.72,-24435204.72,-13423703.49,136826675.11,133504861.94,63405838.82,38855603.35,112031839.53,87886391.08,56436774.1,35503724.71,102655152.75,,61748139.17,410967525.21,569504009.92,53809168.84
常用指标,股东权益合计(净资产),3127205657.19,3029601514.28,3095720663.14,2993018533.79,3016672712.31,3013037183.27,3023414412.13,2962908198.69,2892394332.98,2884590703.94,2925464459.82,2957599260.94,2937778680.26,2915339581.05,2884761898.3,2804693343.53,2630370865.46,2459653497.72,2430259350.26,2343397241.44,2280914187.2,2191285816.4,2228433787.37,2200042372.15,2232036346.63,2162169651.94,2204853389.59,2166173774.0,2207124578.84,2139818461.35,2064336024.04,2075199705.54,2074655944.85,2072183995.58,2114025059.5,2123112231.93,2168949303.14,1567073361.41,1571621903.57,1532698963.48,1502397598.81,1467224916.62,,999172794.44,,,972846682.57,649839078.47,117667042.41
常用指标,商誉,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,469600.09,24166421.93,24166421.93,24166421.93,24166421.93,36864896.68,36864896.68,36864896.68,36864896.68,36633527.41,469600.09,469600.09,469600.09,469600.09,469600.09,,469600.09,,,520708.83,520708.83,520708.83
常用指标,经营现金流量净额,272188552.18,136762666.93,77136367.02,196372629.14,47628594.28,36007628.07,-5351756.98,188348768.65,136722144.54,33477444.45,-216186550.18,-28969185.02,-208067662.13,-96332590.92,-89832030.8,356785003.35,327039945.43,240275020.77,86006246.59,391938843.24,154729234.26,-93853354.36,-106250007.86,364930673.67,274236733.57,153825661.52,-2769643.07,-69798480.68,15875343.68,-367278.45,-59687423.22,93282899.32,-144993583.78,-195124524.04,-139558309.3,77304871.0,60186639.19,-16061007.8,-22680932.67,272587237.93,190622416.95,46467587.81,53187942.54,325246126.64,196872295.5,-3314293.79,429830991.13,438230506.76,54741893.95
常用指标,基本每股收益,0.34,0.2,0.14,0.26,0.24,0.15,0.08,0.04,-0.03,-0.03,-0.07,0.34,0.35,0.32,0.23,0.79,1.18,0.39,0.26,0.62,0.53,0.26,0.08,0.41,0.46,0.25,0.07,0.36,0.44,0.23,-0.04,0.05,0.017,0.005,-0.04,0.92,0.86,0.413,0.24,0.89,0.61,0.392,0.32,0.92,0.69,0.52,3.49,4.76,0.53
常用指标,每股净资产,3.789185,3.67092,4.888352,4.727355,4.762506,4.757517,4.785779,4.690003,4.577422,4.565073,4.638243,4.694618,4.663016,4.626842,8.715272,8.473374,7.946721,7.43096,7.342156,7.079733,6.899092,6.627993,6.740354,6.654479,6.627735,6.416184,6.541096,6.404845,6.509507,6.302318,6.063283,6.075673,6.032066,6.01912,12.260047,12.303261,12.557299,9.794208,9.822636,9.579368,9.389984,9.170155,,8.326439,,,8.107055,5.415325,1.961117
常用指标,每股现金流,0.329806,0.165713,0.121803,0.310162,0.075192,0.056855,-0.008471,0.298138,0.216372,0.05298,-0.342757,-0.045981,-0.330257,-0.152886,-0.271395,1.077897,0.988033,0.725904,0.259837,1.184102,0.46801,-0.283878,-0.321374,1.103807,0.829485,0.465277,-0.008377,-0.210615,0.047903,-0.001108,-0.180105,0.277396,-0.435841,-0.586531,-0.837544,0.463937,0.361203,-0.100381,-0.141755,1.70367,1.19139,0.290422,,2.710384,,,3.581924,3.65192,0.912364
常用指标,净资产收益率(ROE),9.13,5.32,3.01,5.63,5.06,3.98,1.64,0.78,-0.7,-0.58,-1.41,7.39,7.75,7.04,2.7,19.3,15.61,9.91,3.61,9.05,7.83,3.86,1.17,6.23,7.0,3.8,1.14,5.7,6.92,3.67,-0.64,0.85,0.27,0.08,-0.36,8.81,8.65,4.25,2.51,9.88,8.0,5.75,3.72,11.27,,6.34,52.15,145.99,79.93
