SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
688072.SH,688072,拓荆科技,10451305,通用,2025-09-30 00:00:00,三季报,2025三季报,058001001,2025-10-31 00:00:00,2025-10-31 00:00:00,CNY,4220109407.24,85.2700817747,4220109407.24,85.2700817747,,,,,,,,,,,3862053730.97,75.0463958461,2815696000.76,105.2654811635,,,,,484976992.15,0.9257351729,,,,,,,,,,,,,21153376.28,187.5016531595,262849815.21,45.4906201266,208668382.28,69.1517442163,,,68709164.29,61.0743864219,64431484.42,22.7027763021,13981574.9,-45.6416263749,,,,,,,31529989.21,-61.9879604697,5605499.93,265.0221037477,-7868826.24,-45.8148458423,,,,,-246716.88,-3992.9378071968,-53193029.71,-1376.7992849156,-42743293.83,-123.8284462117,234214036.54,86.1885452338,,,0.0,,533222161.53,109.794146729,703473.43,130.4845308568,,,160000.0,-66.5687989149,,,,,0.0,,533765634.96,110.1513301777,-1759195.97,70.2846087473,,,,,,,535524830.93,106.0414348123,,,535524830.93,106.0414348123,,,556505392.21,105.1369653666,-20980561.28,-84.4678225295,458180613.17,599.6726856974,,,,,2.0,104.0816326531,1.97,103.0927835052,387551.61,66.0720550465,387551.61,66.0720550465,,,,,,,,,,,,,,,,,,,,,387551.61,66.0720550465,,,,,,,,,,,,,,,387551.61,66.0720550465,,,,,,,,,535912382.54,106.0055801541,556892943.82,105.1033899863,-20980561.28,-84.4678225295,,,,,,,,,,,
688072.SH,688072,拓荆科技,10451305,通用,2025-06-30 00:00:00,中报,2025中报,058001001,2025-08-26 00:00:00,2025-08-26 00:00:00,CNY,1954146173.65,54.2474181675,1954146173.65,54.2474181675,,,,,,,,,,,1958982348.79,57.5344056535,1329638462.72,84.8164331997,,,,,300696542.74,-4.3322623749,,,,,,,,,,,,,6650719.62,40.1492381947,170333294.92,53.1310598109,104083741.76,56.2638387407,,,47579587.03,74.9952796379,43596977.5,34.1605005619,10872972.55,-45.4916340288,,,,,,,3717271.15,-34.311666164,794457.3,120.0741557692,-5106759.26,-24.0238998594,,,,,,,-19143436.63,-924.2456595818,-32817905.27,-184.4038215432,133239801.18,23.7706592187,,,0.0,,80954012.59,-32.1364245514,693043.43,373.0670908395,,,110000.0,-65.1094186078,,,,,0.0,,81537056.02,-31.5508181657,-813189.54,74.7309576012,,,,,,,82350245.56,-32.686673944,,,82350245.56,-32.686673944,,,94287965.15,-26.961753366,-11937719.59,-76.7172914682,38187705.25,91.3453964997,,,,,0.34,-26.0869565217,0.33,-28.2608695652,612597.3,197.4300802496,612597.3,197.4300802496,,,,,,,,,,,,,,,,,,,,,612597.3,197.4300802496,,,,,,,,,,,,,,,612597.3,197.4300802496,,,,,,,,,82962842.86,-31.8356064381,94900562.45,-26.1274188624,-11937719.59,-76.7172914682,,,,,,,,,,,
688072.SH,688072,拓荆科技,10451305,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-30 00:00:00,2025-04-30 00:00:00,CNY,708702693.06,50.2158083276,708702693.06,50.2158083276,,,,,,,,,,,870103903.28,71.2680242167,567725746.71,113.0016414085,,,,,145960625.12,-4.7325013238,,,,,,,,,,,,,3414275.89,48.7960428959,78982274.22,62.717792849,49926424.51,71.7128082378,,,24094556.84,187.53729612,21708259.39,52.866033036,5416654.85,-55.9517323668,,,,,,,12685465.82,462.6237104605,-3309493.9,-63.1973840321,-3503613.73,-72.769798849,,,,,,,-20497094.98,-1113.7149916467,-15139814.44,-103.5586237454,39665596.98,-32.3725527182,,,0.0,,-147996550.74,-2006.8123755914,381371.85,1271239400.0,,,,,,,,,0.0,,-147615178.89,-2001.9081019527,4094673.85,20823.6172905926,,,,,,,-151709852.74,-2049.7014142672,,,-151709852.74,-2049.7014142672,,,-146951943.8,-1503.3299950978,-4757908.94,-76.8426489744,-180246007.08,-307.7109072487,,,,,-0.53,-1425.0,-0.52,-1400.0,399917.26,37518.4586019443,399917.26,37518.4586019443,,,,,,,,,,,,,,,,,,,,,399917.26,37518.4586019443,,,,,,,,,,,,,,,399917.26,37518.4586019443,,,,,,,,,-151309935.48,-2044.82900005,-146552026.54,-1499.6538044539,-4757908.94,-76.8426489744,,,,,,,,,,,
688072.SH,688072,拓荆科技,10451305,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-25 00:00:00,2025-04-25 00:00:00,CNY,4103453853.41,51.7003046827,4103453853.41,51.7003046827,,,,,,,,,,,3724536360.55,56.674076641,2392899812.01,67.2622695649,,,,,755976317.58,31.2575433684,,,,,,,,,,,,,10778395.71,-39.0682704856,289514274.85,64.4043228121,210127768.91,11.2522531495,,,65239791.49,644.1936549406,75321248.76,142.6032027124,31890321.12,-48.5818194447,,,,,,,204487672.47,117.4574340173,1472437.07,-49.0479188971,-7338540.63,-365.1371439309,,,,,22187.99,-16.0083507149,-15359439.25,8.9026452156,-34303253.47,-325.758458676,143523759.93,-56.4162185724,,,0.0,,678760857.6,-6.8995371815,318991.05,341.8784071651,,,480644.83,116.0720153094,,,,,0.0,,678599203.82,-6.9025229984,-8822648.96,-113.5653661395,,,,,,,687421852.78,3.546956003,,,687421852.78,3.546956003,,,688154723.26,3.8592681827,-732870.48,-156.7817468579,356137942.78,14.1030072987,,,,,2.48,3.7656903766,2.46,3.3613445378,-315674.54,-4783.7073376002,-315674.54,-4783.7073376002,,,,,,,,,,,,,,,,,,,,,-315674.54,-4783.7073376002,,,,,,,,,,,,,,,-315674.54,-4783.7073376002,,,,,,,,,687106178.24,3.5004134047,687839048.72,3.8126379677,-732870.48,-156.7817468579,,,,,,,,,,,标准无保留意见
688072.SH,688072,拓荆科技,10451305,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-29 00:00:00,2025-10-31 00:00:00,CNY,2277814834.87,33.7918037738,2277814834.87,33.7918037738,,,,,,,,,,,2206302913.18,45.7913926891,1371733807.75,62.2675107989,,,,,480528570.16,35.731098748,,,,,,,,,,,,,7357653.79,-50.5436795276,180664440.76,-1.0117815281,123361649.77,-5.1275221485,,,42656790.95,416.6436213655,52510209.11,171.4695755198,25721106.0,-34.7047724348,,,,,,,82947375.62,1449.6452593736,-3396817.64,-200.3690259284,-5396450.68,-716.6581751499,,,,,6337.55,-70.1142134972,-3601913.29,75.2916365011,-19096452.91,-325.4945157963,125794009.64,23.2414811087,,,0.0,,254164460.66,-5.6705627224,305215.03,707.0462082595,,,478594.83,27307.1622457394,,,,,0.0,,253991080.86,-5.7475284399,-5920150.79,-13488.5313650663,,,,,,,259911231.65,-3.5662354541,,,259911231.65,-3.5662354541,,,271284793.17,0.0981982135,-11373561.52,-660.4685632448,65484993.56,-62.7218829855,,,,,0.98,0.0,0.97,0.0,233363.53,15352.5183006536,233363.53,15352.5183006536,,,,,,,,,,,,,,,,,,,,,233363.53,15352.5183006536,,,,,,,,,,,,,,,233363.53,15352.5183006536,,,,,,,,,260144595.18,-3.4791036514,271518156.7,0.1848698694,-11373561.52,-660.4685632448,,,,,,,,,,,
688072.SH,688072,拓荆科技,10451305,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-28 00:00:00,2025-08-26 00:00:00,CNY,1266890685.67,26.2208819909,1266890685.67,26.2208819909,,,,,,,,,,,1243526670.04,33.8610647726,719437357.22,41.7275475369,,,,,314313424.99,49.6121212838,,,,,,,,,,,,,4745455.42,-63.2549532326,111233668.16,-3.0706975685,66607695.42,-29.6027506665,,,27189068.83,346.5831020968,32496135.09,170.6419986294,19947346.35,-33.6785478811,,,,,,,5658951.8,1390.8259810056,-3957612.51,-197.8365854542,-4117560.62,,,,,,-18346.99,26.8697509975,-1869027.85,84.5546411178,-11539192.79,-896.3913336316,107650554.68,80.5386841865,,,0.0,,119289341.97,-4.9556554823,146500.03,497.6909550814,,,315271.33,20286.1189783382,,,,,0.0,,119120570.67,-5.1074873624,-3218125.67,-13173.1493766326,,,,,,,122338696.34,-2.5247851883,,,122338696.34,-2.5247851883,,,129093960.35,3.6350277897,-6755264.01,-817.4715453462,19957472.69,-69.3821703175,,,,,0.46,2.2222222222,0.46,2.2222222222,-628755.82,-81756.6,-628755.82,-81756.6,,,,,,,,,,,,,,,,,,,,,-628755.82,-81756.6,,,,,,,,,,,,,,,-628755.82,-81756.6,,,,,,,,,121709940.52,-3.0263508819,128465204.53,3.1296329355,-6755264.01,-817.4715453462,,,,,,,,,,,
688072.SH,688072,拓荆科技,10451305,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-30 00:00:00,2025-04-30 00:00:00,CNY,471789687.75,17.2511246797,471789687.75,17.2511246797,,,,,,,,,,,508036399.24,38.0502625525,266535855.29,31.8968470011,,,,,153211354.5,78.0870378586,,,,,,,,,,,,,2294601.27,-41.7325295335,48539420.82,-11.767936393,29075538.99,-12.504118339,,,8379628.37,168.2123379299,14200839.1,188.9285682379,12297089.4,-10.4471120998,,,,,,,-3498245.0,-256.5308341462,-2027908.67,,-2027908.67,,,,,,7584.35,-46.1223216912,-1688789.8,23.2578260245,-7437569.66,-3055.1329632489,58653103.99,52.8008632937,,,0.0,,7761463.72,-89.3754935367,0.03,-99.9996648419,,,38.33,,,,,,0.0,,7761425.42,-89.3768476024,-19758.49,-100.0949551033,,,,,,,7781183.91,-85.1086854985,,,7781183.91,-85.1086854985,,,10471659.86,-80.5065247496,-2690475.95,-83.5720388185,-44209267.86,-325.0669798282,,,,,0.04,-86.2068965517,0.04,-86.2068965517,-1068.77,,-1068.77,,,,,,,,,,,,,,,,,,,,,,-1068.77,,,,,,,,,,,,,,,,-1068.77,,,,,,,,,,7780115.14,-85.1107308672,10470591.09,-80.508514314,-2690475.95,-83.5720388185,,,,,,,,,,,
688072.SH,688072,拓荆科技,10451305,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-30 00:00:00,2025-04-25 00:00:00,CNY,2704974035.48,58.5971596179,2704974035.48,58.5971596179,,,,,,,,,,,2377251195.86,56.7739388967,1430627372.35,65.3430275253,,,,,575948854.58,52.0695287392,,,,,,,,,,,,,17689298.82,2.2362930214,176098943.08,-8.4255344534,188875068.11,133.2021922302,,,-11988341.08,34.2317335269,31047095.8,1447.7545307673,62021488.85,101.5899746074,,,,,,,94035724.0,478.3902257202,2889846.77,-79.1991119752,-1577715.46,,,,,,26416.9,-65.7704965104,-16860466.79,27.6921479379,-8056975.21,-215.1481302273,329305432.5,102.0714576284,,,0.0,,729062817.79,104.4910530227,72189.78,-99.0978532867,,,222446.59,-40.7053829889,,,,,0.0,,728912560.98,100.1669091115,65038045.19,139012.177515383,,,,,,,663874515.79,82.3301996603,,,663874515.79,82.3301996603,,,662583836.09,79.8199042769,1290679.7,129.5676751662,312119681.34,75.2916598613,,,,,2.39,11.1627906977,2.38,11.214953271,-6463.83,,-6463.83,,,,,,,,,,,,,,,,,,,,,,-6463.83,,,,,,,,,,,,,,,,-6463.83,,,,,,,,,,663868051.96,82.328424398,662577372.26,79.8181500456,1290679.7,129.5676751662,,,,,,,,,,,标准无保留意见
688072.SH,688072,拓荆科技,10451305,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-30 00:00:00,2024-10-29 00:00:00,CNY,1702507007.62,71.7061252855,1702507007.62,71.7061252855,,,,,,,,,,,1513328648.89,70.02449811,845353331.05,64.9868466933,,,,,354029824.11,60.3262886956,,,,,,,,,,,,,14877074.8,46.9357585585,182511053.89,63.3112386455,130028910.98,195.647474711,,,-13471545.95,-49.8171490241,19342944.42,,39392015.25,136.8463797101,,,,,,,-6145865.0,,3384328.59,-57.5785421461,-660796.75,,,,,,21205.9,-59.9446483278,-14577708.84,-1923.0798974312,-4488060.88,-375.4752826394,102071160.22,-14.1736391326,,,0.0,,269443418.72,18.827080382,37818.78,-99.52726525,,,1746.24,-87.8796460177,,,,,0.0,,269479491.26,14.8000508055,-43567.26,-137.6487649659,,,,,,,269523058.52,14.8752414971,,,269523058.52,14.8752414971,,,271018657.69,14.1721486001,-1495599.17,45.7093083526,175666044.33,57.3236119636,,,,,0.98,-31.4685314685,0.97,-32.1678321678,-1530.0,,-1530.0,,,,,,,,,,,,,,,,,,,,,,-1530.0,,,,,,,,,,,,,,,,-1530.0,,,,,,,,,,269521528.52,14.8745893855,271017127.69,14.1715040563,-1495599.17,45.7093083526,,,,,,,,,,,
688072.SH,688072,拓荆科技,10451305,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-29 00:00:00,2024-08-28 00:00:00,CNY,1003709264.02,91.8342698494,1003709264.02,91.8342698494,,,,,,,,,,,928968159.75,94.0920725843,507619986.18,82.2247363692,,,,,210085534.71,78.7703169303,,,,,,,,,,,,,12914544.51,69.9842111543,114757524.68,88.1470770585,94616900.59,297.931394139,,,-11026330.92,-12.159871614,12007055.54,,30076763.57,186.1657528684,,,,,,,379585.0,,4045125.34,,,,,,,,-25088.1,-154.3293883615,-12100902.7,-2874.2438635112,-1158098.47,-112.7261956942,59627417.34,8.5915283793,,,0.0,,125509142.68,27.2922574725,24511.0,-99.6936125,,,1546.5,-84.535,,,,,0.0,,125532107.18,17.7718865205,24616.3,148.6587882577,,,,,,,125507490.88,17.7597290758,,,125507490.88,17.7597290758,,,124565953.33,15.2185143507,941537.55,161.3981120902,65182519.13,32.6455410472,,,,,0.45,-56.3106796117,0.45,-56.3106796117,770.0,,770.0,,,,,,,,,,,,,,,,,,,,,,770.0,,,,,,,,,,,,,,,,770.0,,,,,,,,,,125508260.88,17.7604515426,124566723.33,15.2192265698,941537.55,161.3981120902,,,,,,,,,,,标准无保留意见
