选项,指标,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20191231,20190930,20181231
常用指标,归母净利润,556505392.21,94287965.15,-146951943.8,688154723.26,271284793.17,129093960.35,10471659.86,662583836.09,271018657.69,124565953.33,53718794.24,368470797.91,237377207.15,108112792.49,-11878144.75,68486475.03,57963780.88,-20031125.8,-10326627.43,-11489015.66,-56291200.0,-60671700.0,-19366448.24,-33383900.0,-103222885.38
常用指标,营业总收入,4220109407.24,1954146173.65,708702693.06,4103453853.41,2277814834.87,1266890685.67,471789687.75,2704974035.48,1702507007.62,1003709264.02,402375404.96,1705562723.82,991523747.21,523216870.9,107517692.9,757960880.13,373895652.48,112552146.16,57740966.38,435627676.17,,,251251546.85,,70644026.75
常用指标,营业成本,3862053730.97,1958982348.79,870103903.28,3724536360.55,2206302913.18,1243526670.04,508036399.24,2377251195.86,1513328648.89,928968159.75,368008281.8,1516356106.5,890065058.69,478622412.23,130565016.1,841512414.38,398265218.93,183532734.37,82828006.88,496149520.32,,,312842149.52,,217952763.8
常用指标,净利润,535524830.93,82350245.56,-151709852.74,687421852.78,259911231.65,122338696.34,7781183.91,663874515.79,269523058.52,125507490.88,52253170.19,364105626.51,234622408.63,106579296.56,-12584453.89,66927344.27,57048733.85,-20529652.85,-10589177.25,-11699944.22,-56291200.0,-60671700.0,-19366448.24,-33383900.0,-103222885.38
常用指标,扣非净利润,458180613.17,38187705.25,-180246007.08,356137942.78,65484993.56,19957472.69,-44209267.86,312119681.34,175666044.33,65182519.13,19642716.09,178104100.53,111774766.34,49150276.77,-21658900.0,-82001875.37,-23052079.4,-67655200.0,-24009015.96,-57116203.25,-68876500.0,-69608600.0,-62466274.36,,-149930510.36
常用指标,股东权益合计(净资产),6102561060.24,5426411800.29,5227072060.55,5299070251.57,4746015775.09,4551947751.57,4615392684.58,4591642902.5,4073731542.71,3888271637.94,3802832761.48,3707850261.79,3559322160.13,3428877527.4,1180753152.39,1193337606.28,1180275120.86,1102696700.0,1112543709.76,1122498745.81,,,814269557.03,839175800.0,694153505.45
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,2831601105.66,1566015443.91,10925081.84,-282525331.06,-999017913.83,-899812522.62,-721350817.72,-1657342652.77,-1363205951.51,-742829155.5,-139601409.34,247625867.82,-117613970.27,261341641.5,69512007.12,137480579.51,-75972748.05,-32886397.77,-73710446.46,308912704.99,-110783200.0,-43545300.0,-21756052.78,,-128015166.34
常用指标,基本每股收益,2.0,0.34,-0.53,2.48,0.98,0.46,0.04,2.39,1.45,0.45,0.42,2.15,1.43,1.03,-0.13,0.72,0.61,-0.21,-0.11,,,,,,
常用指标,每股净资产,21.685351,19.347097,18.521182,18.875955,17.101151,16.387276,24.551482,24.410983,21.78944,30.763775,30.107288,29.345084,28.15766,27.116648,12.447206,12.572425,12.449015,,11.728114,11.830292,,,10.384551,,9.7528
常用指标,每股现金流,10.070997,5.598328,0.039055,-1.009996,-3.589447,-3.233004,-3.833134,-8.806833,-7.282525,-5.873151,-1.103753,1.957844,-0.92991,2.066288,0.732792,1.449315,-0.800901,,-0.777052,3.256546,,,-0.277459,,-1.798602
常用指标,净资产收益率(ROE),9.78,1.76,-2.81,14.11,5.78,2.77,0.23,16.09,6.95,3.26,1.44,13.13,9.52,5.53,-1.01,5.92,5.03,-1.8,-0.92,-1.11,,,-2.83,,-13.86
常用指标,总资产报酬率(ROA),3.496045,0.761437,-0.798743,5.963732,2.64973,1.351161,0.21019,8.794261,3.586371,1.79618,1.028494,7.449044,5.379108,2.625755,-0.689959,3.110881,2.029253,,-0.570502,-0.810193,,,-1.875523,,-11.048279
常用指标,毛利率,33.279075,31.958085,19.892254,41.685714,43.593115,47.04521,47.30962,51.00702,50.346557,49.425595,49.778486,49.269055,48.324364,46.758578,47.436871,44.010835,45.784333,,30.01397,34.059578,,,31.851589,,31.670986
常用指标,销售净利率,12.689832,4.214129,-21.406699,16.752274,11.410551,9.65661,1.64929,24.542731,15.830951,12.504367,12.986173,21.350864,23.674483,20.371895,-11.704542,8.82992,15.257929,-18.240174,-18.339106,-2.685766,-34.471267,-246.916981,-7.707991,-114.726825,-146.116933
常用指标,期间费用率,24.293312,31.865229,42.184668,32.188936,40.130605,44.826434,54.50607,38.237502,38.360972,40.692423,40.258726,37.161087,37.070617,36.783373,65.535736,54.159015,51.02849,,72.280621,47.450948,,,55.491127,,237.205716
常用指标,资产负债率,67.723592,69.086722,67.758188,65.397591,63.950234,63.505801,57.765909,53.942382,53.67037,51.402032,51.55303,49.299186,39.423145,38.781159,59.109786,52.602604,49.674853,,41.388311,38.122602,,,24.191717,,25.073475
每股指标,基本每股收益,2.0,0.34,-0.53,2.48,0.98,0.46,0.04,2.39,1.45,0.45,0.42,2.15,1.43,1.03,-0.13,0.72,0.61,-0.21,-0.11,,,,,,
每股指标,稀释每股收益,1.97,0.33,-0.52,2.46,0.97,0.46,0.04,2.38,1.44,0.45,0.42,2.14,1.43,1.03,-0.13,0.72,0.61,-0.21,-0.11,,,,,,
每股指标,摊薄每股收益_最新股数,1.979291,0.335348,-0.522655,2.447521,0.964863,0.459141,0.037243,2.356574,0.963916,0.443036,0.191058,1.310685,0.844677,0.384553,-0.042246,0.243582,0.206156,-0.071243,-0.036728,-0.040862,-0.200207,-0.215787,-0.068879,-0.118734,-0.367127
每股指标,摊薄每股净资产_期末股数,21.685351,19.347097,18.521182,18.875955,17.101151,16.387276,24.551482,24.410983,21.78944,30.763775,30.107288,29.345084,28.15766,27.116648,12.447206,12.572425,12.449015,,11.728114,11.830292,,,10.384551,,9.7528
每股指标,调整每股净资产_期末股数,20.489889,18.319622,17.620765,17.974601,16.386112,15.71925,23.968906,23.83234,21.274888,30.016194,29.757559,28.984045,27.798738,26.756468,11.974989,12.108565,12.046666,,11.332354,11.427606,,,9.8779,,9.178909
每股指标,每股净资产_最新股数,21.685351,19.248366,18.426666,18.779629,16.928227,16.22157,16.432764,16.338725,14.506609,13.838778,13.543464,13.200594,12.666443,12.198154,4.199434,4.24168,4.200044,3.922644,3.956827,3.9913,,,2.896066,2.984649,2.468856
每股指标,每股经营现金流,10.070997,5.598328,0.039055,-1.009996,-3.589447,-3.233004,-3.833134,-8.806833,-7.282525,-5.873151,-1.103753,1.957844,-0.92991,2.066288,0.732792,1.449315,-0.800901,,-0.777052,3.256546,,,-0.277459,,-1.798602
每股指标,每股现金流量净额,-0.955063,3.401918,-1.845104,0.656957,-3.543203,-1.608854,-1.723376,-6.14626,-6.798764,-5.563556,-4.165404,22.849672,2.995026,5.752168,0.52085,-0.16056,-1.934048,,-0.829651,6.370787,,,1.059116,,-2.472954
每股指标,每股企业自由现金流量,,2.255057,,-0.800673,,-2.172397,,-7.104912,,-1.820579,,-19.224758,,-16.740107,,-0.088492,0.439415,,0.148887,-5.908235,,,-1.945537,,-8.55846
每股指标,每股股东自由现金流量,,2.093956,,5.051181,,2.152757,,-0.022929,,0.551359,,-13.927427,,-16.740107,,-0.088492,0.439415,,0.148887,-5.908235,,,-2.331502,,-9.164068
每股指标,每股未分配利润,7.533075,5.919339,5.32571,5.851047,4.382849,3.871961,5.445328,5.389683,3.432303,3.921885,3.622053,3.197328,2.540452,1.517591,0.758412,0.883631,0.890442,,0.170527,-2.685723,,,-3.10255,,-3.145911
每股指标,每股资本公积金,13.573052,12.849888,12.618363,12.449228,12.142796,11.942907,17.87768,17.60215,17.041381,25.374553,25.017863,24.680385,24.528902,24.510751,10.571052,10.571052,10.558572,,10.557586,13.502277,,,12.47048,,11.880401
每股指标,每股盈余公积金,0.280567,0.282006,0.282006,0.282006,0.283433,0.283433,0.419183,0.419183,0.315763,0.46733,0.46737,0.46737,0.088305,0.088305,0.11774,0.11774,,,,0.013738,,,0.01662,,0.01831
每股指标,每股留存收益,7.813642,6.201346,5.607717,6.133053,4.666282,4.155394,5.864512,5.808867,3.748066,4.389215,4.089424,3.664699,2.628757,1.605896,0.876153,1.001372,0.890442,,0.170527,-2.671984,,,-3.085929,,-3.1276
每股指标,每股营业收入,15.009426,6.985851,2.533532,14.669384,8.184133,4.551907,2.507009,14.373766,9.095141,7.93579,3.181366,13.484969,7.839446,4.136795,1.133447,7.990395,3.941593,,0.608703,4.59237,,,3.204263,,0.992542
每股指标,每股营业总收入,15.009426,6.985851,2.533532,14.669384,8.184133,4.551907,2.507009,14.373766,9.095141,7.93579,3.181366,13.484969,7.839446,4.136795,1.133447,7.990395,3.941593,,0.608703,4.59237,,,3.204263,,0.992542
每股指标,每股息税前利润,2.127574,0.44734,-0.450103,2.69518,1.101251,0.544755,0.116703,4.038294,1.542948,1.087448,0.616517,2.895017,1.784853,0.842743,-0.196579,0.710302,0.444892,,-0.11163,-0.12334,,,-0.239256,,-1.438097
盈利能力,净资产收益率(ROE),9.78,1.76,-2.81,14.11,5.78,2.77,0.23,16.09,6.95,3.26,1.44,13.13,9.52,5.53,-1.01,5.92,5.03,-1.8,-0.92,-1.11,,,-2.83,,-13.86
盈利能力,摊薄净资产收益率,9.12732,1.742219,-2.836409,13.032852,5.699731,2.830436,0.226644,14.423247,6.644673,3.201415,1.410707,9.92899,6.668626,3.152558,-1.006,5.742582,4.908436,-1.81621,-0.928221,-1.023785,,,-2.378382,-3.978177,-14.870325
盈利能力,净资产收益率_平均,9.782738,1.763693,-2.809501,13.938701,5.800732,2.820252,0.227294,15.955598,6.957919,3.276994,1.428801,15.028839,9.991383,4.678318,-1.000965,5.917224,5.03352,-1.800454,-0.924195,-1.186588,,,-2.567774,-4.354433,-14.870325
盈利能力,净资产收益率_平均_扣除非经常损益,8.054299,0.714316,-3.446034,7.21364,1.400229,0.436001,-0.959593,7.516115,4.509911,1.714776,0.522453,7.26342,4.70239,2.126664,-1.825185,-7.084954,-2.001821,-6.081049,-2.14872,-5.898974,,,-8.282328,,-21.599042
盈利能力,摊薄净资产收益率_扣除非经常损益,7.514682,0.705618,-3.479038,6.744839,1.375848,0.437575,-0.956848,6.794278,4.306875,1.675227,0.515836,4.798669,3.138553,1.433085,,-6.875846,,,-2.158081,-5.08962,,,-7.671445,,-21.599038
盈利能力,息税前利润率,14.174919,6.403514,-17.76583,18.372826,13.455935,11.967623,4.655096,28.094896,16.964537,13.703087,19.379021,21.468475,22.767597,20.371895,-17.34351,8.889449,11.287123,,-18.339106,-2.685766,,,-7.466823,,-144.890244
盈利能力,总资产报酬率,3.496045,0.761437,-0.798743,5.963732,2.64973,1.351161,0.21019,8.794261,3.586371,1.79618,1.028494,7.449044,5.379108,2.625755,-0.689959,3.110881,2.029253,,-0.570502,-0.810193,,,-1.875523,,-11.048279
盈利能力,总资本回报率,6.428486,1.391884,-1.408646,9.70261,4.243677,2.107153,0.318,13.831924,5.928965,2.97455,1.701695,13.127452,9.489473,4.608956,-1.569321,5.817702,3.662393,,-0.947693,-1.208372,,,-2.438679,,-14.131557
盈利能力,投入资本回报率,6.672857,1.533715,-1.401226,9.825585,4.483118,2.245762,0.357243,12.624736,5.960589,2.953669,1.279584,13.283951,9.605274,4.675265,-1.50988,5.913364,3.712818,-1.800454,-0.924195,-1.186588,,,-2.438679,-4.270444,-14.131557
盈利能力,息前税后总资产报酬率_平均,3.506327,0.766386,-0.824719,6.033521,2.70091,1.37984,0.210379,8.04164,3.586912,1.795858,0.754037,7.449044,5.59337,2.625755,-0.465629,3.090049,2.743144,-1.052348,-0.570502,-0.810193,,,-1.875523,-3.40181,-11.048279
盈利能力,毛利率,33.279075,31.958085,19.892254,41.685714,43.593115,47.04521,47.30962,51.00702,50.346557,49.425595,49.778486,49.269055,48.324364,46.758578,47.436871,44.010835,45.784333,,30.01397,34.059578,,,31.851589,,31.670986
盈利能力,销售净利率,12.689832,4.214129,-21.406699,16.752274,11.410551,9.65661,1.64929,24.542731,15.830951,12.504367,12.986173,21.350864,23.674483,20.371895,-11.704542,8.82992,15.257929,-18.240174,-18.339106,-2.685766,-34.471267,-246.916981,-7.707991,-114.726825,-146.116933
